orig,hira,kana,hepburn,kunrei,passport
退勤,たいきん,タイキン,taikin,taikin,taikin
待遇,たいぐう,タイグウ,taiguu,taiguu,taiguu
退屈,たいくつ,タイクツ,taikutsu,taikutu,taikutsu
帯勲,たいくん,タイクン,taikun,taikun,taikun
大群,たいぐん,タイグン,taigun,taigun,taigun
大計,だいけい,ダイケイ,daikei,daikei,daikei
対決,たいけつ,タイケツ,taiketsu,taiketu,taiketsu
体験,たいけん,タイケン,taiken,taiken,taiken
帯剣,たいけん,タイケン,taiken,taiken,taiken
体現,たいげん,タイゲン,taigen,taigen,taigen
大悟,だいご,ダイゴ,daigo,daigo,daigo
対語,ついご,ツイゴ,tsuigo,tuigo,tsuigo
対抗,たいこう,タイコウ,taikou,taikou,taiko
対校,たいこう,タイコウ,taikou,taikou,taiko
退校,たいこう,タイコウ,taikou,taikou,taiko
退行,たいこう,タイコウ,taikou,taikou,taiko
対合,たいごう,タイゴウ,taigou,taigou,taigou
代行,だいこう,ダイコウ,daikou,daikou,daiko
代講,だいこう,ダイコウ,daikou,daikou,daiko
対向,たいこう,タイコウ,taikou,taikou,taiko
大国,たいこく,タイコク,taikoku,taikoku,taikoku
滞在,たいざい,タイザイ,taizai,taizai,taizai
代作,だいさく,ダイサク,daisaku,daisaku,daisaku
耐酸,たいさん,タイサン,taisan,taisan,taisan
退散,たいさん,タイサン,taisan,taisan,taisan
代参,だいさん,ダイサン,daisan,daisan,daisan
退治,たいじ,タイジ,taiji,taizi,taiji
対峙,たいじ,タイジ,taiji,taizi,taiji
対質,たいしつ,タイシツ,taishitsu,taisitu,taishitsu
耐湿,たいしつ,タイシツ,taishitsu,taisitu,taishitsu
退室,たいしつ,タイシツ,taishitsu,taisitu,taishitsu
代謝,たいしゃ,タイシャ,taisha,taisya,taisha
貸借,たいしゃく,タイシャク,taishaku,taisyaku,taishaku
貸借対照表,たいしゃくたいしょうひょう,タイシャクタイショウヒョウ,taishakutaishouhyou,taisyakutaisyouhyou,taishakutaishouhyou
帯出,たいしゅつ,タイシュツ,taishutsu,taisyutu,taishutsu
貸出,たいしゅつ,タイシュツ,taishutsu,taisyutu,taishutsu
退出,たいしゅつ,タイシュツ,taishutsu,taisyutu,taishutsu
大書,たいしょ,タイショ,taisho,taisyo,taisho
対処,たいしょ,タイショ,taisho,taisyo,taisho
対蹠,たいしょ,タイショ,taisho,taisyo,taisho
耐暑,たいしょ,タイショ,taisho,taisyo,taisho
退所,たいしょ,タイショ,taisho,taisyo,taisho
代書,だいしょ,ダイショ,daisho,daisyo,daisho
代署,だいしょ,ダイショ,daisho,daisyo,daisho
退場,たいじょう,タイジョウ,taijou,taijou,taijou
大勝,たいしょう,タイショウ,taishou,taisyou,taishou
大捷,たいしょう,タイショウ,taishou,taisyou,taishou
大笑,たいしょう,タイショウ,taishou,taisyou,taishou
対照,たいしょう,タイショウ,taishou,taisyou,taishou
対称,たいしょう,タイショウ,taishou,taisyou,taishou
退城,たいじょう,タイジョウ,taijou,taijou,taijou
大小便,だいしょうべん,ダイショウベン,daishouben,daisyouben,daishouben
大食,たいしょく,タイショク,taishoku,taisyoku,taishoku
褪色,たいしょく,タイショク,taishoku,taisyoku,taishoku
退職,たいしょく,タイショク,taishoku,taisyoku,taishoku
退色,たいしょく,タイショク,taishoku,taisyoku,taishoku
退陣,たいじん,タイジン,taijin,taizin,taijin
代診,だいしん,ダイシン,daishin,daisin,daishin
大酔,たいすい,タイスイ,taisui,taisui,taisui
大声,おおごえ,オオゴエ,oogoe,oogoe,ogoe
大成,たいせい,タイセイ,taisei,taisei,taisei
耐性,たいせい,タイセイ,taisei,taisei,taisei
堆積,たいせき,タイセキ,taiseki,taiseki,taiseki
滞積,たいせき,タイセキ,taiseki,taiseki,taiseki
退席,たいせき,タイセキ,taiseki,taiseki,taiseki
対戦,たいせん,タイセン,taisen,taisen,taisen
体操,たいそう,タイソウ,taisou,taisou,taiso
代走,だいそう,ダイソウ,daisou,daisou,daiso
大息,おおいき,オオイキ,ooiki,ooiki,oiki
代替,だいたい,ダイタイ,daitai,daitai,daitai
対談,たいだん,タイダン,taidan,taidan,taidan
退団,たいだん,タイダン,taidan,taidan,taidan
対置,たいち,タイチ,taichi,taiti,taichi
代置,だいち,ダイチ,daichi,daiti,daichi
退庁,たいちょう,タイチョウ,taichou,taityou,taicho
退朝,たいちょう,タイチョウ,taichou,taityou,taicho
退潮,たいちょう,タイチョウ,taichou,taityou,taicho
退廷,たいてい,タイテイ,taitei,taitei,taitei
退店,たいてん,タイテン,taiten,taiten,taiten
帯電,たいでん,タイデン,taiden,taiden,taiden
堆土,たいど,タイド,taido,taido,taido
台頭,たいとう,タイトウ,taitou,taitou,taito
帯刀,たいとう,タイトウ,taitou,taitou,taito
擡頭,たいとう,タイトウ,taitou,taitou,taito
帯同,たいどう,タイドウ,taidou,taidou,taidou
胎動,たいどう,タイドウ,taidou,taidou,taidou
体得,たいとく,タイトク,taitoku,taitoku,taitoku
体認,たいにん,タイニン,tainin,tainin,tainin
退任,たいにん,タイニン,tainin,tainin,tainin
代任,だいにん,ダイニン,dainin,dainin,dainin
耐熱,たいねつ,タイネツ,tainetsu,tainetu,tainetsu
怠納,たいのう,タイノウ,tainou,tainou,tainou
滞納,たいのう,タイノウ,tainou,tainou,tainou
代納,だいのう,ダイノウ,dainou,dainou,dainou
大破,たいは,タイハ,taiha,taiha,taiha
大敗,たいはい,タイハイ,taihai,taihai,taihai
退廃,たいはい,タイハイ,taihai,taihai,taihai
頽廃,たいはい,タイハイ,taihai,taihai,taihai
体罰,たいばつ,タイバツ,taibatsu,taibatu,taibatsu
対比,たいひ,タイヒ,taihi,taihi,taihi
待避,たいひ,タイヒ,taihi,taihi,taihi
退避,たいひ,タイヒ,taihi,taihi,taihi
代筆,だいひつ,ダイヒツ,daihitsu,daihitu,daihitsu
代表,だいひょう,ダイヒョウ,daihyou,daihyou,daihyou
タイピング,たいぴんぐ,タイピング,taipingu,taipingu,taipingu
大別,たいべつ,タイベツ,taibetsu,taibetu,taibetsu
代返,だいへん,ダイヘン,daihen,daihen,daihen
代弁,だいべん,ダイベン,daiben,daiben,daiben
退歩,たいほ,タイホ,taiho,taiho,taiho
逮捕,たいほ,タイホ,taiho,taiho,taiho
待望,たいぼう,タイボウ,taibou,taibou,taibo
タイムセール,たいむせーる,タイムセール,taimuseeru,taimuseeru,taimuseeru
タイムトラベル,たいむとらべる,タイムトラベル,taimutoraberu,taimutoraberu,taimutoraberu
待命,たいめい,タイメイ,taimei,taimei,taimei
対面,たいめん,タイメン,taimen,taimen,taimen
対訳,たいやく,タイヤク,taiyaku,taiyaku,taiyaku
代役,だいやく,ダイヤク,daiyaku,daiyaku,daiyaku
貸与,たいよ,タイヨ,taiyo,taiyo,taiyo
胎孕,たいよう,タイヨウ,taiyou,taiyou,taiyou
代用,だいよう,ダイヨウ,daiyou,daiyou,daiyou
台覧,たいらん,タイラン,tairan,tairan,tairan
代理,だいり,ダイリ,dairi,dairi,dairi
対立,たいりつ,タイリツ,tairitsu,tairitu,tairitsu
滞留,たいりゅう,タイリュウ,tairyuu,tairyuu,tairyuu
退寮,たいりょう,タイリョウ,tairyou,tairyou,tairyou
ダイレクトメッセージ,だいれくとめっせーじ,ダイレクトメッセージ,dairekutomesseeji,dairekutomesseezi,dairekutomesseeji
対話,たいわ,タイワ,taiwa,taiwa,taiwa
ダウングレード,だうんぐれーど,ダウングレード,daungureedo,daungureedo,daungureedo
ダウンロード,だうんろーど,ダウンロード,daunroodo,daunroodo,daunroodo
他界,たかい,タカイ,takai,takai,takai
打開,だかい,ダカイ,dakai,dakai,dakai
たかころび,たかころび,タカコロビ,takakorobi,takakorobi,takakorobi
兌換,だかん,ダカン,dakan,dakan,dakan
唾棄,だき,ダキ,daki,daki,daki
たきび,たきび,タキビ,takibi,takibi,takibi
他行,たぎょう,タギョウ,tagyou,tagyou,tagyou
妥協,だきょう,ダキョウ,dakyou,dakyou,dakyou
たぐい,たぐい,タグイ,tagui,tagui,tagui
卓越,たくえつ,タクエツ,takuetsu,takuetu,takuetsu
宅診,たくしん,タクシン,takushin,takusin,takushin
卓絶,たくぜつ,タクゼツ,takuzetsu,takuzetu,takuzetsu
託送,たくそう,タクソウ,takusou,takusou,takuso
宅配,たくはい,タクハイ,takuhai,takuhai,takuhai
托鉢,たくはつ,タクハツ,takuhatsu,takuhatu,takuhatsu
卓抜,たくばつ,タクバツ,takubatsu,takubatu,takubatsu
諾否,だくひ,ダクヒ,dakuhi,dakuhi,dakuhi
拓本,たくほん,タクホン,takuhon,takuhon,takuhon
琢磨,たくま,タクマ,takuma,takuma,takuma
擢用,てきよう,テキヨウ,tekiyou,tekiyou,tekiyou
打撃,だげき,ダゲキ,dageki,dageki,dageki
妥結,だけつ,ダケツ,daketsu,daketu,daketsu
多言,たげん,タゲン,tagen,tagen,tagen
蛇行,だこう,ダコウ,dakou,dakou,dako
他国,たこく,タコク,takoku,takoku,takoku
他言,たごん,タゴン,tagon,tagon,tagon
堕在,だざい,ダザイ,dazai,dazai,dazai
堕罪,だざい,ダザイ,dazai,dazai,dazai
多作,たさく,タサク,tasaku,tasaku,tasaku
多産,たさん,タサン,tasan,tasan,tasan
打算,ださん,ダサン,dasan,dasan,dasan
多謝,たしゃ,タシャ,tasha,tasya,tasha
打診,だしん,ダシン,dashin,dasin,dashin
打設,だせつ,ダセツ,dasetsu,dasetu,dasetsu
他薦,たせん,タセン,tasen,tasen,tasen
多選,たせん,タセン,tasen,tasen,tasen
堕胎,だたい,ダタイ,datai,datai,datai
たたきあらい,たたきあらい,タタキアライ,tatakiarai,tatakiarai,tatakiarai
ただぐい,ただぐい,タダグイ,tadagui,tadagui,tadagui
ただのり,ただのり,タダノリ,tadanori,tadanori,tadanori
ただばたらき,ただばたらき,タダバタラキ,tadabataraki,tadabataraki,tadabataraki
たちいり,たちいり,タチイリ,tachiiri,tatiiri,tachiiri
立往生,たちおうじょう,タチオウジョウ,tachioujou,tatioujou,tachiojou
たちぐい,たちぐい,タチグイ,tachigui,tatigui,tachigui
たちばなし,たちばなし,タチバナシ,tachibanashi,tatibanasi,tachibanashi
たちよみ,たちよみ,タチヨミ,tachiyomi,tatiyomi,tachiyomi
脱衣,だつい,ダツイ,datsui,datui,datsui
脱塩,だつえん,ダツエン,datsuen,datuen,datsuen
奪回,だっかい,ダッカイ,dakkai,dakkai,dakkai
脱会,だっかい,ダッカイ,dakkai,dakkai,dakkai
達観,たっかん,タッカン,takkan,takkan,takkan
奪還,だっかん,ダッカン,dakkan,dakkan,dakkan
脱却,だっきゃく,ダッキャク,dakkyaku,dakkyaku,dakkyaku
脱臼,だっきゅう,ダッキュウ,dakkyuu,dakkyuu,dakkyuu
謫居,たっきょ,タッキョ,takkyo,takkyo,takkyo
磔刑,たくけい,タクケイ,takukei,takukei,takukei
だっこ,だっこ,ダッコ,dakko,dakko,dakko
脱稿,だっこう,ダッコウ,dakkou,dakkou,dakkou
脱穀,だっこく,ダッコク,dakkoku,dakkoku,dakkoku
脱獄,だつごく,ダツゴク,datsugoku,datugoku,datsugoku
脱脂,だっし,ダッシ,dasshi,dassi,dasshi
ダッシュ,だっしゅ,ダッシュ,dasshu,dassyu,dasshu
脱臭,だっしゅう,ダッシュウ,dasshuu,dassyuu,dasshuu
脱出,だっしゅつ,ダッシュツ,dasshutsu,dassyutu,dasshutsu
脱色,だっしょく,ダッショク,dasshoku,dassyoku,dasshoku
脱水,だっすい,ダッスイ,dassui,dassui,dassui
達成,たっせい,タッセイ,tassei,tassei,tassei
脱税,だつぜい,ダツゼイ,datsuzei,datuzei,datsuzei
脱線,だっせん,ダッセン,dassen,dassen,dassen
脱疽,だっそ,ダッソ,dasso,dasso,dasso
脱走,だっそう,ダッソウ,dassou,dassou,dassou
脱退,だったい,ダッタイ,dattai,dattai,dattai
脱着,ぬぎき,ヌギキ,nugiki,nugiki,nugiki
脱藩,だっぱん,ダッパン,dappan,dappan,dappan
脱皮,だっぴ,ダッピ,dappi,dappi,dappi
脱糞,だっぷん,ダップン,dappun,dappun,dappun
脱文,だつぶん,ダツブン,datsubun,datubun,datsubun
脱法,だっぽう,ダッポウ,dappou,dappou,dappou
脱帽,だつぼう,ダツボウ,datsubou,datubou,datsubo
脱毛,だつもう,ダツモウ,datsumou,datumou,datsumou
脱落,だつらく,ダツラク,datsuraku,daturaku,datsuraku
脱離,だつり,ダツリ,datsuri,daturi,datsuri
脱力,だつりょく,ダツリョク,datsuryoku,daturyoku,datsuryoku
たてがき,たてがき,タテガキ,tategaki,tategaki,tategaki
妥当,だとう,ダトウ,datou,datou,dato
打倒,だとう,ダトウ,datou,datou,dato
たなあげ,たなあげ,タナアゲ,tanaage,tanaage,tanaage
たなおろし,たなおろし,タナオロシ,tanaoroshi,tanaorosi,tanaoroshi
たねまき,たねまき,タネマキ,tanemaki,tanemaki,tanemaki
打破,だは,ダハ,daha,daha,daha
多発,たはつ,タハツ,tahatsu,tahatu,tahatsu
旅,たび,タビ,tabi,tabi,tabi
荼毘,だび,ダビ,dabi,dabi,dabi
ダブルクリック,だぶるくりっく,ダブルクリック,daburukurikku,daburukurikku,daburukurikku
ダブルスチール,だぶるすちーる,ダブルスチール,daburusuchiiru,daburusutiiru,daburusuchiiru
たべのこし,たべのこし,タベノコシ,tabenokoshi,tabenokosi,tabenokoshi
拿捕,だほ,ダホ,daho,daho,daho
打撲,だぼく,ダボク,daboku,daboku,daboku
たまいれ,たまいれ,タマイレ,tamaire,tamaire,tamaire
たまつき,たまつき,タマツキ,tamatsuki,tamatuki,tamatsuki
たまのり,たまのり,タマノリ,tamanori,tamanori,tamanori
惰眠,だみん,ダミン,damin,damin,damin
たむろ,たむろ,タムロ,tamuro,tamuro,tamuro
多用,たよう,タヨウ,tayou,tayou,tayou
多様化,たようか,タヨウカ,tayouka,tayouka,tayouka
たらいまわし,たらいまわし,タライマワシ,taraimawashi,taraimawasi,taraimawashi
堕落,だらく,ダラク,daraku,daraku,daraku
弾圧,だんあつ,ダンアツ,dan'atsu,dan'atu,danatsu
断案,だんあん,ダンアン,dan'an,dan'an,danan
炭化,たんか,タンカ,tanka,tanka,tanka
探海,たんかい,タンカイ,tankai,tankai,tankai
弾劾,だんがい,ダンガイ,dangai,dangai,dangai
歎願,たんがん,タンガン,tangan,tangan,tangan
嘆願,たんがん,タンガン,tangan,tangan,tangan
単記,たんき,タンキ,tanki,tanki,tanki
短気,たんき,タンキ,tanki,tanki,tanki
談義,だんぎ,ダンギ,dangi,dangi,dangi
談議,だんぎ,ダンギ,dangi,dangi,dangi
探求,たんきゅう,タンキュウ,tankyuu,tankyuu,tankyuu
探究,たんきゅう,タンキュウ,tankyuu,tankyuu,tankyuu
団結,だんけつ,ダンケツ,danketsu,danketu,danketsu
探検,たんけん,タンケン,tanken,tanken,tanken
探険,たんけん,タンケン,tanken,tanken,tanken
断言,だんげん,ダンゲン,dangen,dangen,dangen
断交,だんこう,ダンコウ,dankou,dankou,danko
断行,だんこう,ダンコウ,dankou,dankou,danko
談合,だんごう,ダンゴウ,dangou,dangou,dangou
端坐,たんざ,タンザ,tanza,tanza,tanza
端座,たんざ,タンザ,tanza,tanza,tanza
断罪,だんざい,ダンザイ,danzai,danzai,danzai
単作,たんさく,タンサク,tansaku,tansaku,tansaku
探索,たんさく,タンサク,tansaku,tansaku,tansaku
断食,だんじき,ダンジキ,danjiki,danziki,danjiki
短縮,たんしゅく,タンシュク,tanshuku,tansyuku,tanshuku
単純化,たんじゅんか,タンジュンカ,tanjunka,tanjunka,tanjunka
端書,はしがき,ハシガキ,hashigaki,hasigaki,hashigaki
嘆称,たんしょう,タンショウ,tanshou,tansyou,tanshou
嘆賞,たんしょう,タンショウ,tanshou,tansyou,tanshou
探勝,たんしょう,タンショウ,tanshou,tansyou,tanshou
誕生,たんじょう,タンジョウ,tanjou,tanjou,tanjou
談笑,だんしょう,ダンショウ,danshou,dansyou,danshou
単身赴任,たんしんふにん,タンシンフニン,tanshinfunin,tansinfunin,tanshinfunin
断水,だんすい,ダンスイ,dansui,dansui,dansui
丹精,たんせい,タンセイ,tansei,tansei,tansei
丹誠,たんせい,タンセイ,tansei,tansei,tansei
担税,たんぜい,タンゼイ,tanzei,tanzei,tanzei
断絶,だんぜつ,ダンゼツ,danzetsu,danzetu,danzetsu
断線,だんせん,ダンセン,dansen,dansen,dansen
鍛造,たんぞう,タンゾウ,tanzou,tanzou,tanzou
弾奏,だんそう,ダンソウ,dansou,dansou,danso
男装,だんそう,ダンソウ,dansou,dansou,danso
嘆息,たんそく,タンソク,tansoku,tansoku,tansoku
探測,たんそく,タンソク,tansoku,tansoku,tansoku
歎息,たんそく,タンソク,tansoku,tansoku,tansoku
断続,だんぞく,ダンゾク,danzoku,danzoku,danzoku
探知,たんち,タンチ,tanchi,tanti,tanchi
弾着,だんちゃく,ダンチャク,danchaku,dantyaku,danchaku
探鳥,たんちょう,タンチョウ,tanchou,tantyou,tancho
断定,だんてい,ダンテイ,dantei,dantei,dantei
耽溺,たんでき,タンデキ,tandeki,tandeki,tandeki
担当,たんとう,タントウ,tantou,tantou,tanto
耽読,たんどく,タンドク,tandoku,tandoku,tandoku
担任,たんにん,タンニン,tannin,tannin,tannin
断熱,だんねつ,ダンネツ,dannetsu,dannetu,dannetsu
断念,だんねん,ダンネン,dannen,dannen,dannen
堪能,たんのう,タンノウ,tannou,tannou,tannou
談判,だんぱん,ダンパン,danpan,danpan,dampan
嘆美,たんび,タンビ,tanbi,tanbi,tambi
歎美,たんび,タンビ,tanbi,tanbi,tambi
断臂,だんぴ,ダンピ,danpi,danpi,dampi
探聞,たんぶん,タンブン,tanbun,tanbun,tambun
担保,たんぽ,タンポ,tanpo,tanpo,tampo
探訪,たんぼう,タンボウ,tanbou,tanbou,tanbo
暖房,だんぼう,ダンボウ,danbou,danbou,danbo
断末摩,だんまつま,ダンマツマ,danmatsuma,danmatuma,dammatsuma
断滅,だんめつ,ダンメツ,danmetsu,danmetu,dammetsu
鍛冶,かじ,カジ,kaji,kazi,kaji
団欒,だんらん,ダンラン,danran,danran,danran
単離,たんり,タンリ,tanri,tanri,tanri
断裂,だんれつ,ダンレツ,danretsu,danretu,danretsu
鍛練,たんれん,タンレン,tanren,tanren,tanren
鍛錬,たんれん,タンレン,tanren,tanren,tanren
談論,だんろん,ダンロン,danron,danron,danron
談話,だんわ,ダンワ,danwa,danwa,danwa
チート,ちーと,チート,chiito,tiito,chiito
チェック,ちぇっく,チェック,chekku,tyekku,chiekku
チェックメイト,ちぇっくめいと,チェックメイト,chekkumeito,tyekkumeito,chiekkumeito
遅延,ちえん,チエン,chien,tien,chien
チェンジ,ちぇんじ,チェンジ,chenji,tyenzi,chienji
智解,ちげ,チゲ,chige,tige,chige
知解,ちげ,チゲ,chige,tige,chige
知覚,ちかく,チカク,chikaku,tikaku,chikaku
地殻変動,ちかくへんどう,チカクヘンドウ,chikakuhendou,tikakuhendou,chikakuhendou
ちかみち,ちかみち,チカミチ,chikamichi,tikamiti,chikamichi
痴漢,ちかん,チカン,chikan,tikan,chikan
置換,ちかん,チカン,chikan,tikan,chikan
遅疑,ちぎ,チギ,chigi,tigi,chigi
知行,ともゆき,トモユキ,tomoyuki,tomoyuki,tomoyuki
馳駆,ちく,チク,chiku,tiku,chiku
値遇,ちぐう,チグウ,chiguu,tiguu,chiguu
蓄財,ちくざい,チクザイ,chikuzai,tikuzai,chikuzai
築城,ちくじょう,チクジョウ,chikujou,tikujou,chikujou
蓄積,ちくせき,チクセキ,chikuseki,tikuseki,chikuseki
築造,ちくぞう,チクゾウ,chikuzou,tikuzou,chikuzou
築堤,ちくてい,チクテイ,chikutei,tikutei,chikutei
築庭,ちくてい,チクテイ,chikutei,tikutei,chikutei
逐電,ちくでん,チクデン,chikuden,tikuden,chikuden
蓄電,ちくでん,チクデン,chikuden,tikuden,chikuden
置県,ちけん,チケン,chiken,tiken,chiken
治国,ちこく,チコク,chikoku,tikoku,chikoku
遅刻,ちこく,チコク,chikoku,tikoku,chikoku
治罪,ちざい,チザイ,chizai,tizai,chizai
治山,ちさん,チサン,chisan,tisan,chisan
治産,ちさん,チサン,chisan,tisan,chisan
遅参,ちさん,チサン,chisan,tisan,chisan
致仕,ちし,チシ,chishi,tisi,chishi
致死,ちし,チシ,chishi,tisi,chishi
知悉,ちしつ,チシツ,chishitsu,tisitu,chishitsu
治水,ちすい,チスイ,chisui,tisui,chisui
馳走,ちそう,チソウ,chisou,tisou,chiso
遅滞,ちたい,チタイ,chitai,titai,chitai
ちちばなれ,ちちばなれ,チチバナレ,chichibanare,titibanare,chichibanare
窒化,ちっか,チッカ,chikka,tikka,chikka
蟄居,ちっきょ,チッキョ,chikkyo,tikkyo,chikkyo
馳騁,ちてい,チテイ,chitei,titei,chitei
知得,ちとく,チトク,chitoku,titoku,chitoku
ちばなれ,ちばなれ,チバナレ,chibanare,tibanare,chibanare
着意,ちゃくい,チャクイ,chakui,tyakui,chakui
着衣,ちゃくい,チャクイ,chakui,tyakui,chakui
着岸,ちゃくがん,チャクガン,chakugan,tyakugan,chakugan
着眼,ちゃくがん,チャクガン,chakugan,tyakugan,chakugan
着座,ちゃくざ,チャクザ,chakuza,tyakuza,chakuza
着彩,ちゃくさい,チャクサイ,chakusai,tyakusai,chakusai
着手,ちゃくしゅ,チャクシュ,chakushu,tyakusyu,chakushu
嫡出,ちゃくしゅつ,チャクシュツ,chakushutsu,tyakusyutu,chakushutsu
着色,ちゃくしょく,チャクショク,chakushoku,tyakusyoku,chakushoku
着信,ちゃくしん,チャクシン,chakushin,tyakusin,chakushin
着水,ちゃくすい,チャクスイ,chakusui,tyakusui,chakusui
着生,ちゃくせい,チャクセイ,chakusei,tyakusei,chakusei
着席,ちゃくせき,チャクセキ,chakuseki,tyakuseki,chakuseki
着雪,ちゃくせつ,チャクセツ,chakusetsu,tyakusetu,chakusetsu
着想,ちゃくそう,チャクソウ,chakusou,tyakusou,chakuso
着装,ちゃくそう,チャクソウ,chakusou,tyakusou,chakuso
着脱,ちゃくだつ,チャクダツ,chakudatsu,tyakudatu,chakudatsu
着地,ちゃくち,チャクチ,chakuchi,tyakuti,chakuchi
着電,ちゃくでん,チャクデン,chakuden,tyakuden,chakuden
着任,ちゃくにん,チャクニン,chakunin,tyakunin,chakunin
着発,ちゃくはつ,チャクハツ,chakuhatsu,tyakuhatu,chakuhatsu
着氷,ちゃくひょう,チャクヒョウ,chakuhyou,tyakuhyou,chakuhyou
着服,ちゃくふく,チャクフク,chakufuku,tyakufuku,chakufuku
着目,ちゃくもく,チャクモク,chakumoku,tyakumoku,chakumoku
着用,ちゃくよう,チャクヨウ,chakuyou,tyakuyou,chakuyou
着陸,ちゃくりく,チャクリク,chakuriku,tyakuriku,chakuriku
茶事,ちゃじ,チャジ,chaji,tyazi,chaji
着火,ちゃっか,チャッカ,chakka,tyakka,chakka
着果,ちゃっか,チャッカ,chakka,tyakka,chakka
着荷,ちゃくに,チャクニ,chakuni,tyakuni,chakuni
着艦,ちゃっかん,チャッカン,chakkan,tyakkan,chakkan
着工,ちゃっこう,チャッコウ,chakkou,tyakkou,chakkou
チャレンジ,ちゃれんじ,チャレンジ,charenji,tyarenzi,charenji
茶話,さわ,サワ,sawa,sawa,sawa
治癒,ちゆ,チユ,chiyu,tiyu,chiyu
ちゅう,ちゅう,チュウ,chuu,tyuu,chu
注意,ちゅうい,チュウイ,chuui,tyuui,chui
鋳貨,ちゅうか,チュウカ,chuuka,tyuuka,chuka
仲介,ちゅうかい,チュウカイ,chuukai,tyuukai,chukai
注解,ちゅうかい,チュウカイ,chuukai,tyuukai,chukai
註解,ちゅうかい,チュウカイ,chuukai,tyuukai,chukai
宙返り,ちゅうがえり,チュウガエリ,chuugaeri,tyuugaeri,chugaeri
注記,ちゅうき,チュウキ,chuuki,tyuuki,chuki
駐機,ちゅうき,チュウキ,chuuki,tyuuki,chuki
誅求,ちゅうきゅう,チュウキュウ,chuukyuu,tyuukyuu,chukyuu
中継,ちゅうけい,チュウケイ,chuukei,tyuukei,chukei
忠言,ちゅうげん,チュウゲン,chuugen,tyuugen,chugen
中興,ちゅうこう,チュウコウ,chuukou,tyuukou,chuko
忠告,ちゅうこく,チュウコク,chuukoku,tyuukoku,chukoku
中座,ちゅうざ,チュウザ,chuuza,tyuuza,chuza
駐在,ちゅうざい,チュウザイ,chuuzai,tyuuzai,chuzai
仲裁,ちゅうさい,チュウサイ,chuusai,tyuusai,chusai
誅殺,ちゅうさつ,チュウサツ,chuusatsu,tyuusatu,chusatsu
駐箚,ちゅうさつ,チュウサツ,chuusatsu,tyuusatu,chusatsu
中止,ちゅうし,チュウシ,chuushi,tyuusi,chushi
忠死,ちゅうし,チュウシ,chuushi,tyuusi,chushi
注視,ちゅうし,チュウシ,chuushi,tyuusi,chushi
注射,ちゅうしゃ,チュウシャ,chuusha,tyuusya,chusha
駐車,ちゅうしゃ,チュウシャ,chuusha,tyuusya,chusha
注釈,ちゅうしゃく,チュウシャク,chuushaku,tyuusyaku,chushaku
註釈,ちゅうしゃく,チュウシャク,chuushaku,tyuusyaku,chushaku
抽出,ちゅうしゅつ,チュウシュツ,chuushutsu,tyuusyutu,chushutsu
中傷,ちゅうしょう,チュウショウ,chuushou,tyuusyou,chushou
忠賞,ちゅうしょう,チュウショウ,chuushou,tyuusyou,chushou
抽象,ちゅうしょう,チュウショウ,chuushou,tyuusyou,chushou
注進,ちゅうしん,チュウシン,chuushin,tyuusin,chushin
沖積,ちゅうせき,チュウセキ,chuuseki,tyuuseki,chuseki
中絶,ちゅうぜつ,チュウゼツ,chuuzetsu,tyuuzetu,chuzetsu
抽籤,ちゅうせん,チュウセン,chuusen,tyuusen,chusen
鋳造,ちゅうぞう,チュウゾウ,chuuzou,tyuuzou,chuzou
中退,ちゅうたい,チュウタイ,chuutai,tyuutai,chutai
中断,ちゅうだん,チュウダン,chuudan,tyuudan,chudan
躊躇,ちゅうちょ,チュウチョ,chuucho,tyuutyo,chucho
冲天,ちゅうてん,チュウテン,chuuten,tyuuten,chuten
沖天,ちゅうてん,チュウテン,chuuten,tyuuten,chuten
偸盗,ちゅうとう,チュウトウ,chuutou,tyuutou,chuto
中毒,ちゅうどく,チュウドク,chuudoku,tyuudoku,chudoku
駐屯,ちゅうとん,チュウトン,chuuton,tyuuton,chuton
注入,ちゅうにゅう,チュウニュウ,chuunyuu,tyuunyuu,chunyuu
中分,ちゅうぶん,チュウブン,chuubun,tyuubun,chubun
稠密,ちゅうみつ,チュウミツ,chuumitsu,tyuumitu,chumitsu
誅滅,ちゅうめつ,チュウメツ,chuumetsu,tyuumetu,chumetsu
注目,ちゅうもく,チュウモク,chuumoku,tyuumoku,chumoku
注文,ちゅうもん,チュウモン,chuumon,tyuumon,chumon
中略,ちゅうりゃく,チュウリャク,chuuryaku,tyuuryaku,churyaku
駐留,ちゅうりゅう,チュウリュウ,chuuryuu,tyuuryuu,churyuu
駐輪,ちゅうりん,チュウリン,chuurin,tyuurin,churin
チョイス,ちょいす,チョイス,choisu,tyoisu,choisu
寵愛,ちょうあい,チョウアイ,chouai,tyouai,choai
弔慰,ちょうい,チョウイ,choui,tyoui,choi
調印,ちょういん,チョウイン,chouin,tyouin,choin
懲役,ちょうえき,チョウエキ,choueki,tyoueki,choeki
超越,ちょうえつ,チョウエツ,chouetsu,tyouetu,choetsu
聴音,ちょうおん,チョウオン,chouon,tyouon,choon
調音,ちょうおん,チョウオン,chouon,tyouon,choon
超過,ちょうか,チョウカ,chouka,tyouka,choka
朝賀,あさか,アサカ,asaka,asaka,asaka
懲戒,ちょうかい,チョウカイ,choukai,tyoukai,chokai
潮解,ちょうかい,チョウカイ,choukai,tyoukai,chokai
