orig,hira,kana,hepburn,kunrei,passport
ちょぼ,ちょぼ,チョボ,chobo,tyobo,chobo
著名,ちょめい,チョメイ,chomei,tyomei,chomei
著明,ちょめい,チョメイ,chomei,tyomei,chomei
著名人,ちょめいじん,チョメイジン,chomeijin,tyomeizin,chomeijin
佇立,ちょりつ,チョリツ,choritsu,tyoritu,choritsu
貯留,ちょりゅう,チョリュウ,choryuu,tyoryuu,choryuu
ちょん,ちょん,チョン,chon,tyon,chon
チョン,ちょん,チョン,chon,tyon,chon
ちょんまげ,ちょんまげ,チョンマゲ,chonmage,tyonmage,chommage
ちらし,ちらし,チラシ,chirashi,tirasi,chirashi
ちらしずし,ちらしずし,チラシズシ,chirashizushi,tirasizusi,chirashizushi
治乱,ちらん,チラン,chiran,tiran,chiran
ちり,ちり,チリ,chiri,tiri,chiri
地利,ちり,チリ,chiri,tiri,chiri
地理,ちり,チリ,chiri,tiri,chiri
治理,ちり,チリ,chiri,tiri,chiri
チリ,ちり,チリ,chiri,tiri,chiri
地理学,ちりがく,チリガク,chirigaku,tirigaku,chirigaku
ちりがみ,ちりがみ,チリガミ,chirigami,tirigami,chirigami
ちりちり,ちりちり,チリチリ,chirichiri,tiritiri,chirichiri
ちりとり,ちりとり,チリトリ,chiritori,tiritori,chiritori
ちりなべ,ちりなべ,チリナベ,chirinabe,tirinabe,chirinabe
ちりめん,ちりめん,チリメン,chirimen,tirimen,chirimen
ちりめんじゃこ,ちりめんじゃこ,チリメンジャコ,chirimenjako,tirimenjako,chirimenjako
智略,ちりゃく,チリャク,chiryaku,tiryaku,chiryaku
治略,ちりゃく,チリャク,chiryaku,tiryaku,chiryaku
知略,ちりゃく,チリャク,chiryaku,tiryaku,chiryaku
治療,ちりょう,チリョウ,chiryou,tiryou,chiryou
智力,ちりょく,チリョク,chiryoku,tiryoku,chiryoku
知力,ちりょく,チリョク,chiryoku,tiryoku,chiryoku
地力,ちりょく,チリョク,chiryoku,tiryoku,chiryoku
チルダ,ちるだ,チルダ,chiruda,tiruda,chiruda
地歴,ちれき,チレキ,chireki,tireki,chireki
ちん,ちん,チン,chin,tin,chin
狆,ちん,チン,chin,tin,chin
チン,ちん,チン,chin,tin,chin
賃上げ,ちんあげ,チンアゲ,chin'age,tin'age,chinage
鎮圧,ちんあつ,チンアツ,chin'atsu,tin'atu,chinatsu
ちんあなご,ちんあなご,チンアナゴ,chin'anago,tin'anago,chinanago
沈鬱,ちんうつ,チンウツ,chin'utsu,tin'utu,chinutsu
沈下,ちんか,チンカ,chinka,tinka,chinka
鎮火,ちんか,チンカ,chinka,tinka,chinka
賃貸し,ちんがし,チンガシ,chingashi,tingasi,chingashi
沈毅,ちんき,チンキ,chinki,tinki,chinki
珍奇,ちんき,チンキ,chinki,tinki,chinki
沈吟,ちんぎん,チンギン,chingin,tingin,chingin
賃金,ちんぎん,チンギン,chingin,tingin,chingin
賃銀,ちんぎん,チンギン,chingin,tingin,chingin
チンクエチェント,ちんくえちぇんと,チンクエチェント,chinkuechento,tinkuetyento,chinkuechiento
チンゲンサイ,ちんげんさい,チンゲンサイ,chingensai,tingensai,chingensai
ちんこ,ちんこ,チンコ,chinko,tinko,chinko
沈降,ちんこう,チンコウ,chinkou,tinkou,chinko
鎮魂,ちんこん,チンコン,chinkon,tinkon,chinkon
沈渣,ちんさ,チンサ,chinsa,tinsa,chinsa
鎮座,ちんざ,チンザ,chinza,tinza,chinza
沈思,ちんし,チンシ,chinshi,tinsi,chinshi
椿事,ちんじ,チンジ,chinji,tinzi,chinji
珍事,ちんじ,チンジ,chinji,tinzi,chinji
陳謝,ちんしゃ,チンシャ,chinsha,tinsya,chinsha
青椒肉絲,ちんじゃおろーす,チンジャオロース,chinjaoroosu,tinjaoroosu,chinjaoroosu
賃借,ちんしゃく,チンシャク,chinshaku,tinsyaku,chinshaku
賃借権,ちんしゃくけん,チンシャクケン,chinshakuken,tinsyakuken,chinshakuken
賃借人,ちんしゃくにん,チンシャクニン,chinshakunin,tinsyakunin,chinshakunin
鎮守,ちんじゅ,チンジュ,chinju,tinju,chinju
珍獣,ちんじゅう,チンジュウ,chinjuu,tinjuu,chinjuu
陳述,ちんじゅつ,チンジュツ,chinjutsu,tinjutu,chinjutsu
枕上,まくらがみ,マクラガミ,makuragami,makuragami,makuragami
陳情,ちんじょう,チンジョウ,chinjou,tinjou,chinjou
陳状,ちんじょう,チンジョウ,chinjou,tinjou,chinjou
沈水,ちんすい,チンスイ,chinsui,tinsui,chinsui
沈静,ちんせい,チンセイ,chinsei,tinsei,chinsei
鎮静,ちんせい,チンセイ,chinsei,tinsei,chinsei
鎮西,ちんぜい,チンゼイ,chinzei,tinzei,chinzei
沈積,ちんせき,チンセキ,chinseki,tinseki,chinseki
沈設,ちんせつ,チンセツ,chinsetsu,tinsetu,chinsetsu
珍説,ちんせつ,チンセツ,chinsetsu,tinsetu,chinsetsu
沈潜,ちんせん,チンセン,chinsen,tinsen,chinsen
沈船,ちんせん,チンセン,chinsen,tinsen,chinsen
賃走,ちんそう,チンソウ,chinsou,tinsou,chinso
沈滞,ちんたい,チンタイ,chintai,tintai,chintai
賃貸,ちんたい,チンタイ,chintai,tintai,chintai
ちんだい,ちんだい,チンダイ,chindai,tindai,chindai
鎮台,ちんだい,チンダイ,chindai,tindai,chindai
賃貸借,ちんたいしゃく,チンタイシャク,chintaishaku,tintaisyaku,chintaishaku
ちんちくりん,ちんちくりん,チンチクリン,chinchikurin,tintikurin,chinchikurin
沈着,ちんちゃく,チンチャク,chinchaku,tintyaku,chinchaku
沈重,ちんちょう,チンチョウ,chinchou,tintyou,chincho
珍重,ちんちょう,チンチョウ,chinchou,tintyou,chincho
チンチラ,ちんちら,チンチラ,chinchira,tintira,chinchira
ちんちん,ちんちん,チンチン,chinchin,tintin,chinchin
チンチン,ちんちん,チンチン,chinchin,tintin,chinchin
ちんちんかも,ちんちんかも,チンチンカモ,chinchinkamo,tintinkamo,chinchinkamo
ちんちんかもかも,ちんちんかもかも,チンチンカモカモ,chinchinkamokamo,tintinkamokamo,chinchinkamokamo
鎮痛,ちんつう,チンツウ,chintsuu,tintuu,chintsuu
鎮痛剤,ちんつうざい,チンツウザイ,chintsuuzai,tintuuzai,chintsuuzai
鎮定,ちんてい,チンテイ,chintei,tintei,chintei
沈殿,ちんでん,チンデン,chinden,tinden,chinden
沈澱,ちんでん,チンデン,chinden,tinden,chinden
枕頭,ちんとう,チントウ,chintou,tintou,chinto
珍答,ちんとう,チントウ,chintou,tintou,chinto
闖入,ちんにゅう,チンニュウ,chinnyuu,tinnyuu,chinnyuu
ちんば,ちんば,チンバ,chinba,tinba,chimba
チンパンジー,ちんぱんじー,チンパンジー,chinpanjii,tinpanzii,chimpanjii
陳皮,ちんぴ,チンピ,chinpi,tinpi,chimpi
ちんぴら,ちんぴら,チンピラ,chinpira,tinpira,chimpira
珍品,ちんぴん,チンピン,chinpin,tinpin,chimpin
鎮撫,ちんぶ,チンブ,chinbu,tinbu,chimbu
陳腐,ちんぷ,チンプ,chinpu,tinpu,chimpu
ちんぷんかんぷん,ちんぷんかんぷん,チンプンカンプン,chinpunkanpun,tinpunkanpun,chimpunkampun
陳弁,ちんべん,チンベン,chinben,tinben,chimben
枕辺,まくらべ,マクラベ,makurabe,makurabe,makurabe
ちんぽ,ちんぽ,チンポ,chinpo,tinpo,chimpo
珍宝,ちんぽう,チンポウ,chinpou,tinpou,chimpou
ちんぽこ,ちんぽこ,チンポコ,chinpoko,tinpoko,chimpoko
沈没,ちんぼつ,チンボツ,chinbotsu,tinbotu,chinbotsu
珍味,ちんみ,チンミ,chinmi,tinmi,chimmi
沈湎,ちんめん,チンメン,chinmen,tinmen,chimmen
沈黙,ちんもく,チンモク,chinmoku,tinmoku,chimmoku
珍問,ちんもん,チンモン,chinmon,tinmon,chimmon
賃料,ちんりょう,チンリョウ,chinryou,tinryou,chinryou
陳列,ちんれつ,チンレツ,chinretsu,tinretu,chinretsu
陳列棚,ちんれつだな,チンレツダナ,chinretsudana,tinretudana,chinretsudana
つ,つ,ツ,tsu,tu,tsu
津,つ,ツ,tsu,tu,tsu
ツアラー,つあらー,ツアラー,tsuaraa,tuaraa,tsuaraa
つい,つい,ツイ,tsui,tui,tsui
対,つい,ツイ,tsui,tui,tsui
竟,きょう,キョウ,kyou,kyou,kyou
ツイード,ついーど,ツイード,tsuiido,tuiido,tsuiido
ツィームトシュテルン,つぃーむとしゅてるん,ツィームトシュテルン,tsuiimutoshuterun,tuiimutosyuterun,tsuiimutoshuterun
ついえ,ついえ,ツイエ,tsuie,tuie,tsuie
追憶,ついおく,ツイオク,tsuioku,tuioku,tsuioku
追加,ついか,ツイカ,tsuika,tuika,tsuika
追懐,ついかい,ツイカイ,tsuikai,tuikai,tsuikai
椎間板,ついかんばん,ツイカンバン,tsuikanban,tuikanban,tsuikamban
追記,ついき,ツイキ,tsuiki,tuiki,tsuiki
椎弓,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追及,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追求,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追究,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追窮,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
追給,ついきゅう,ツイキュウ,tsuikyuu,tuikyuu,tsuikyuu
対句,ついく,ツイク,tsuiku,tuiku,tsuiku
追啓,ついけい,ツイケイ,tsuikei,tuikei,tsuikei
追撃,ついげき,ツイゲキ,tsuigeki,tuigeki,tsuigeki
追孝,ついこう,ツイコウ,tsuikou,tuikou,tsuiko
追考,ついこう,ツイコウ,tsuikou,tuikou,tsuiko
追行,ついこう,ツイコウ,tsuikou,tuikou,tsuiko
追号,ついごう,ツイゴウ,tsuigou,tuigou,tsuigou
椎骨,ついこつ,ツイコツ,tsuikotsu,tuikotu,tsuikotsu
追試,ついし,ツイシ,tsuishi,tuisi,tsuishi
追従,ついじゅう,ツイジュウ,tsuijuu,tuijuu,tsuijuu
追伸,ついしん,ツイシン,tsuishin,tuisin,tsuishin
追随,ついずい,ツイズイ,tsuizui,tuizui,tsuizui
追跡,ついせき,ツイセキ,tsuiseki,tuiseki,tsuiseki
追想,ついそう,ツイソウ,tsuisou,tuisou,tsuiso
追走,ついそう,ツイソウ,tsuisou,tuisou,tsuiso
追送,ついそう,ツイソウ,tsuisou,tuisou,tsuiso
追贈,ついぞう,ツイゾウ,tsuizou,tuizou,tsuizou
ツィター,つぃたー,ツィター,tsuitaa,tuitaa,tsuitaa
椎体,ついたい,ツイタイ,tsuitai,tuitai,tsuitai
ついたち,ついたち,ツイタチ,tsuitachi,tuitati,tsuitachi
追徴,ついちょう,ツイチョウ,tsuichou,tuityou,tsuicho
ついで,ついで,ツイデ,tsuide,tuide,tsuide
追悼,ついとう,ツイトウ,tsuitou,tuitou,tsuito
追討,ついとう,ツイトウ,tsuitou,tuitou,tsuito
追突,ついとつ,ツイトツ,tsuitotsu,tuitotu,tsuitotsu
追儺,おにやらい,オニヤライ,oniyarai,oniyarai,oniyarai
追認,ついにん,ツイニン,tsuinin,tuinin,tsuinin
追白,ついはく,ツイハク,tsuihaku,tuihaku,tsuihaku
追尾,ついび,ツイビ,tsuibi,tuibi,tsuibi
追放,ついほう,ツイホウ,tsuihou,tuihou,tsuihou
ツィムトシュテルン,つぃむとしゅてるん,ツィムトシュテルン,tsuimutoshuterun,tuimutosyuterun,tsuimutoshuterun
墜落,ついらく,ツイラク,tsuiraku,tuiraku,tsuiraku
ツイル,ついる,ツイル,tsuiru,tuiru,tsuiru
対聯,ついれん,ツイレン,tsuiren,tuiren,tsuiren
追録,ついろく,ツイロク,tsuiroku,tuiroku,tsuiroku
通,とおり,トオリ,toori,toori,toori
痛飲,つういん,ツウイン,tsuuin,tuuin,tsuuin
通院,つういん,ツウイン,tsuuin,tuuin,tsuuin
通園,つうえん,ツウエン,tsuuen,tuuen,tsuuen
通貨,つうか,ツウカ,tsuuka,tuuka,tsuuka
通過,つうか,ツウカ,tsuuka,tuuka,tsuuka
痛快,つうかい,ツウカイ,tsuukai,tuukai,tsuukai
通解,つうかい,ツウカイ,tsuukai,tuukai,tsuukai
通貨記号,つうかきごう,ツウカキゴウ,tsuukakigou,tuukakigou,tsuukakigou
痛覚,つうかく,ツウカク,tsuukaku,tuukaku,tsuukaku
通学,つうがく,ツウガク,tsuugaku,tuugaku,tsuugaku
通学路,つうがくろ,ツウガクロ,tsuugakuro,tuugakuro,tsuugakuro
痛感,つうかん,ツウカン,tsuukan,tuukan,tsuukan
通関,つうかん,ツウカン,tsuukan,tuukan,tsuukan
通気,つうき,ツウキ,tsuuki,tuuki,tsuuki
通気孔,つうきこう,ツウキコウ,tsuukikou,tuukikou,tsuukiko
通暁,つうぎょう,ツウギョウ,tsuugyou,tuugyou,tsuugyou
通勤,つうきん,ツウキン,tsuukin,tuukin,tsuukin
痛苦,つうく,ツウク,tsuuku,tuuku,tsuuku
通交,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
通好,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
通航,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
通行,つうこう,ツウコウ,tsuukou,tuukou,tsuuko
通行人,つうこうにん,ツウコウニン,tsuukounin,tuukounin,tsuukonin
痛哭,つうこく,ツウコク,tsuukoku,tuukoku,tsuukoku
通告,つうこく,ツウコク,tsuukoku,tuukoku,tsuukoku
痛恨,つうこん,ツウコン,tsuukon,tuukon,tsuukon
通算,つうさん,ツウサン,tsuusan,tuusan,tsuusan
通史,つうし,ツウシ,tsuushi,tuusi,tsuushi
通じ,つうじ,ツウジ,tsuuji,tuuzi,tsuuji
通事,つうじ,ツウジ,tsuuji,tuuzi,tsuuji
通時,つうじ,ツウジ,tsuuji,tuuzi,tsuuji
2G,2G,2G,2G,2G,2G
通所,つうしょ,ツウショ,tsuusho,tuusyo,tsuusho
通商,つうしょう,ツウショウ,tsuushou,tuusyou,tsuushou
通称,つうしょう,ツウショウ,tsuushou,tuusyou,tsuushou
通常,つうじょう,ツウジョウ,tsuujou,tuujou,tsuujou
痛心,つうしん,ツウシン,tsuushin,tuusin,tsuushin
通信,つうしん,ツウシン,tsuushin,tuusin,tsuushin
通人,つうじん,ツウジン,tsuujin,tuuzin,tsuujin
通信衛星,つうしんえいせい,ツウシンエイセイ,tsuushin'eisei,tuusin'eisei,tsuushineisei
通信教育,つうしんきょういく,ツウシンキョウイク,tsuushinkyouiku,tuusinkyouiku,tsuushinkyouiku
通信士,つうしんし,ツウシンシ,tsuushinshi,tuusinsi,tsuushinshi
通信社,つうしんしゃ,ツウシンシャ,tsuushinsha,tuusinsya,tsuushinsha
通信販売,つうしんはんばい,ツウシンハンバイ,tsuushinhanbai,tuusinhanbai,tsuushinhambai
通信兵,つうしんへい,ツウシンヘイ,tsuushinhei,tuusinhei,tsuushinhei
通信簿,つうしんぼ,ツウシンボ,tsuushinbo,tuusinbo,tsuushinbo
通水,つうすい,ツウスイ,tsuusui,tuusui,tsuusui
通性,つうせい,ツウセイ,tsuusei,tuusei,tsuusei
痛惜,つうせき,ツウセキ,tsuuseki,tuuseki,tsuuseki
痛切,つうせつ,ツウセツ,tsuusetsu,tuusetu,tsuusetsu
通説,つうせつ,ツウセツ,tsuusetsu,tuusetu,tsuusetsu
通則,つうそく,ツウソク,tsuusoku,tuusoku,tsuusoku
通俗,つうぞく,ツウゾク,tsuuzoku,tuuzoku,tsuuzoku
通達,つうたつ,ツウタツ,tsuutatsu,tuutatu,tsuutatsu
痛嘆,つうたん,ツウタン,tsuutan,tuutan,tsuutan
痛歎,つうたん,ツウタン,tsuutan,tuutan,tsuutan
通知,つうち,ツウチ,tsuuchi,tuuti,tsuuchi
通帳,つうちょう,ツウチョウ,tsuuchou,tuutyou,tsuucho
通牒,つうちょう,ツウチョウ,tsuuchou,tuutyou,tsuucho
通徹,つうてつ,ツウテツ,tsuutetsu,tuutetu,tsuutetsu
通電,つうでん,ツウデン,tsuuden,tuuden,tsuuden
通年,つうねん,ツウネン,tsuunen,tuunen,tsuunen
通念,つうねん,ツウネン,tsuunen,tuunen,tsuunen
痛罵,つうば,ツウバ,tsuuba,tuuba,tsuuba
通販,つうはん,ツウハン,tsuuhan,tuuhan,tsuuhan
痛風,つうふう,ツウフウ,tsuufuu,tuufuu,tsuufuu
通風,つうふう,ツウフウ,tsuufuu,tuufuu,tsuufuu
通弊,つうへい,ツウヘイ,tsuuhei,tuuhei,tsuuhei
通報,つうほう,ツウホウ,tsuuhou,tuuhou,tsuuhou
通宝,つうほう,ツウホウ,tsuuhou,tuuhou,tsuuhou
痛棒,つうぼう,ツウボウ,tsuubou,tuubou,tsuubo
通謀,つうぼう,ツウボウ,tsuubou,tuubou,tsuubo
通訳,つうやく,ツウヤク,tsuuyaku,tuuyaku,tsuuyaku
通有,つうゆう,ツウユウ,tsuuyuu,tuuyuu,tsuuyuu
痛痒,つうよう,ツウヨウ,tsuuyou,tuuyou,tsuuyou
通用,つうよう,ツウヨウ,tsuuyou,tuuyou,tsuuyou
ツーリズム,つーりずむ,ツーリズム,tsuurizumu,tuurizumu,tsuurizumu
ツーリング,つーりんぐ,ツーリング,tsuuringu,tuuringu,tsuuringu
ツール,つーる,ツール,tsuuru,tuuru,tsuuru
通例,つうれい,ツウレイ,tsuurei,tuurei,tsuurei
痛烈,つうれつ,ツウレツ,tsuuretsu,tuuretu,tsuuretsu
通路,つうろ,ツウロ,tsuuro,tuuro,tsuuro
通話,つうわ,ツウワ,tsuuwa,tuuwa,tsuuwa
通話料,つうわりょう,ツウワリョウ,tsuuwaryou,tuuwaryou,tsuuwaryou
つえ,つえ,ツエ,tsue,tue,tsue
つか,つか,ツカ,tsuka,tuka,tsuka
つが,つが,ツガ,tsuga,tuga,tsuga
塚,つか,ツカ,tsuka,tuka,tsuka
ツガ,つが,ツガ,tsuga,tuga,tsuga
つかい,つかい,ツカイ,tsukai,tukai,tsukai
つがい,つがい,ツガイ,tsugai,tugai,tsugai
つかいかた,つかいかた,ツカイカタ,tsukaikata,tukaikata,tsukaikata
つかいすて,つかいすて,ツカイステ,tsukaisute,tukaisute,tsukaisute
つかいみち,つかいみち,ツカイミチ,tsukaimichi,tukaimiti,tsukaimichi
司,つかさ,ツカサ,tsukasa,tukasa,tsukasa
ツカツクリ,つかつくり,ツカツクリ,tsukatsukuri,tukatukuri,tsukatsukuri
つかまき,つかまき,ツカマキ,tsukamaki,tukamaki,tsukamaki
つかみあらい,つかみあらい,ツカミアライ,tsukamiarai,tukamiarai,tsukamiarai
つかれ,つかれ,ツカレ,tsukare,tukare,tsukare
つかんむり,つかんむり,ツカンムリ,tsukanmuri,tukanmuri,tsukammuri
つき,つき,ツキ,tsuki,tuki,tsuki
坏,はい,ハイ,hai,hai,hai
月,がつ,ガツ,gatsu,gatu,gatsu
つぎ,つぎ,ツギ,tsugi,tugi,tsugi
次,つぎ,ツギ,tsugi,tugi,tsugi
つきあい,つきあい,ツキアイ,tsukiai,tukiai,tsukiai
つきあかり,つきあかり,ツキアカリ,tsukiakari,tukiakari,tsukiakari
つきあたり,つきあたり,ツキアタリ,tsukiatari,tukiatari,tsukiatari
つきかげ,つきかげ,ツキカゲ,tsukikage,tukikage,tsukikage
つぎき,つぎき,ツギキ,tsugiki,tugiki,tsugiki
つきぎめ,つきぎめ,ツキギメ,tsukigime,tukigime,tsukigime
月極,つきぎめ,ツキギメ,tsukigime,tukigime,tsukigime
つきそい,つきそい,ツキソイ,tsukisoi,tukisoi,tsukisoi
つきだし,つきだし,ツキダシ,tsukidashi,tukidasi,tsukidashi
つきづき,つきづき,ツキヅキ,tsukizuki,tukizuki,tsukizuki
つぎつぎ,つぎつぎ,ツギツギ,tsugitsugi,tugitugi,tsugitsugi
つきのいり,つきのいり,ツキノイリ,tsukinoiri,tukinoiri,tsukinoiri
つきので,つきので,ツキノデ,tsukinode,tukinode,tsukinode
ツキノワグマ,つきのわぐま,ツキノワグマ,tsukinowaguma,tukinowaguma,tsukinowaguma
つぎはぎ,つぎはぎ,ツギハギ,tsugihagi,tugihagi,tsugihagi
つきひ,つきひ,ツキヒ,tsukihi,tukihi,tsukihi
つきびたい,つきびたい,ツキビタイ,tsukibitai,tukibitai,tsukibitai
月偏,つきへん,ツキヘン,tsukihen,tukihen,tsukihen
つぎほ,つぎほ,ツギホ,tsugiho,tugiho,tsugiho
つきまとい,つきまとい,ツキマトイ,tsukimatoi,tukimatoi,tsukimatoi
つきみ,つきみ,ツキミ,tsukimi,tukimi,tsukimi
つきみぐさ,つきみぐさ,ツキミグサ,tsukimigusa,tukimigusa,tsukimigusa
つきみざけ,つきみざけ,ツキミザケ,tsukimizake,tukimizake,tsukimizake
月見草,つきみそう,ツキミソウ,tsukimisou,tukimisou,tsukimiso
つきやま,つきやま,ツキヤマ,tsukiyama,tukiyama,tsukiyama
つきよ,つきよ,ツキヨ,tsukiyo,tukiyo,tsukiyo
つきよたけ,つきよたけ,ツキヨタケ,tsukiyotake,tukiyotake,tsukiyotake
つきわざ,つきわざ,ツキワザ,tsukiwaza,tukiwaza,tsukiwaza
つく,つく,ツク,tsuku,tuku,tsuku
つくえ,つくえ,ツクエ,tsukue,tukue,tsukue
机,つくえ,ツクエ,tsukue,tukue,tsukue
つくし,つくし,ツクシ,tsukushi,tukusi,tsukushi
つくしがも,つくしがも,ツクシガモ,tsukushigamo,tukusigamo,tsukushigamo
つくつくぼうし,つくつくぼうし,ツクツクボウシ,tsukutsukuboushi,tukutukubousi,tsukutsukuboshi
つくばい,つくばい,ツクバイ,tsukubai,tukubai,tsukubai
突棒,つくぼう,ツクボウ,tsukubou,tukubou,tsukubo
鶇,,,,,
鶫,つぐみ,ツグミ,tsugumi,tugumi,tsugumi
ツグミ,つぐみ,ツグミ,tsugumi,tugumi,tsugumi
つくよ,つくよ,ツクヨ,tsukuyo,tukuyo,tsukuyo
つくり,つくり,ツクリ,tsukuri,tukuri,tsukuri
つくりばな,つくりばな,ツクリバナ,tsukuribana,tukuribana,tsukuribana
つくりばなし,つくりばなし,ツクリバナシ,tsukuribanashi,tukuribanasi,tsukuribanashi
つくりやまい,つくりやまい,ツクリヤマイ,tsukuriyamai,tukuriyamai,tsukuriyamai
つくりわらい,つくりわらい,ツクリワライ,tsukuriwarai,tukuriwarai,tsukuriwarai
つぐみ,つぐみ,ツグミ,tsugumi,tugumi,tsugumi
つけ,つけ,ツケ,tsuke,tuke,tsuke
づけ,づけ,ヅケ,zuke,zuke,zuke
つげぐち,つげぐち,ツゲグチ,tsugeguchi,tugeguti,tsugeguchi
つけね,つけね,ツケネ,tsukene,tukene,tsukene
つけもの,つけもの,ツケモノ,tsukemono,tukemono,tsukemono
つけやきば,つけやきば,ツケヤキバ,tsukeyakiba,tukeyakiba,tsukeyakiba
都合,つごう,ツゴウ,tsugou,tugou,tsugou
つじ,つじ,ツジ,tsuji,tuzi,tsuji
辻,つじ,ツジ,tsuji,tuzi,tsuji
つじうら,つじうら,ツジウラ,tsujiura,tuziura,tsujiura
つじかぜ,つじかぜ,ツジカゼ,tsujikaze,tuzikaze,tsujikaze
つじぎり,つじぎり,ツジギリ,tsujigiri,tuzigiri,tsujigiri
つじつま,つじつま,ツジツマ,tsujitsuma,tuzituma,tsujitsuma
ツシマヤマネコ,つしまやまねこ,ツシマヤマネコ,tsushimayamaneko,tusimayamaneko,tsushimayamaneko
つた,つた,ツタ,tsuta,tuta,tsuta
つち,つち,ツチ,tsuchi,tuti,tsuchi
土,つち,ツチ,tsuchi,tuti,tsuchi
槌,つち,ツチ,tsuchi,tuti,tsuchi
つちがえる,つちがえる,ツチガエル,tsuchigaeru,tutigaeru,tsuchigaeru
つちぐも,つちぐも,ツチグモ,tsuchigumo,tutigumo,tsuchigumo
つちくれ,つちくれ,ツチクレ,tsuchikure,tutikure,tsuchikure
つちけ,つちけ,ツチケ,tsuchike,tutike,tsuchike
つちけむり,つちけむり,ツチケムリ,tsuchikemuri,tutikemuri,tsuchikemuri
槌骨,つちこつ,ツチコツ,tsuchikotsu,tutikotu,tsuchikotsu
つちど,つちど,ツチド,tsuchido,tutido,tsuchido
つちのえ,つちのえ,ツチノエ,tsuchinoe,tutinoe,tsuchinoe
戊,つちのえ,ツチノエ,tsuchinoe,tutinoe,tsuchinoe
戊午,つちのえうま,ツチノエウマ,tsuchinoeuma,tutinoeuma,tsuchinoeuma
戊辰,つちのえたつ,ツチノエタツ,tsuchinoetatsu,tutinoetatu,tsuchinoetatsu
つちのこ,つちのこ,ツチノコ,tsuchinoko,tutinoko,tsuchinoko
つちのと,つちのと,ツチノト,tsuchinoto,tutinoto,tsuchinoto
己,おのれ,オノレ,onore,onore,onore
己丑,つちのとうし,ツチノトウシ,tsuchinotoushi,tutinotousi,tsuchinotoshi
己酉,つちのととり,ツチノトトリ,tsuchinototori,tutinototori,tsuchinototori
己巳,つちのとみ,ツチノトミ,tsuchinotomi,tutinotomi,tsuchinotomi
つちばち,つちばち,ツチバチ,tsuchibachi,tutibati,tsuchibachi
つちぶた,つちぶた,ツチブタ,tsuchibuta,tutibuta,tsuchibuta
ツチブタ,つちぶた,ツチブタ,tsuchibuta,tutibuta,tsuchibuta
つちふまず,つちふまず,ツチフマズ,tsuchifumazu,tutifumazu,tsuchifumazu
土偏,つちへん,ツチヘン,tsuchihen,tutihen,tsuchihen
つちぼね,つちぼね,ツチボネ,tsuchibone,tutibone,tsuchibone
つつ,つつ,ツツ,tsutsu,tutu,tsutsu
筒,つつ,ツツ,tsutsu,tutu,tsutsu
つつうらうら,つつうらうら,ツツウラウラ,tsutsuuraura,tutuuraura,tsutsuuraura
つつが,つつが,ツツガ,tsutsuga,tutuga,tsutsuga
つつがむし,つつがむし,ツツガムシ,tsutsugamushi,tutugamusi,tsutsugamushi
つづき,つづき,ツヅキ,tsuzuki,tuzuki,tsuzuki
つづきがら,つづきがら,ツヅキガラ,tsuzukigara,tuzukigara,tsuzukigara
つづけざま,つづけざま,ツヅケザマ,tsuzukezama,tuzukezama,tsuzukezama
つっこみ,つっこみ,ツッコミ,tsukkomi,tukkomi,tsukkomi
つつじ,つつじ,ツツジ,tsutsuji,tutuzi,tsutsuji
つつじいろ,つつじいろ,ツツジイロ,tsutsujiiro,tutuziiro,tsutsujiiro
つつどり,つつどり,ツツドリ,tsutsudori,tutudori,tsutsudori
つつみ,つつみ,ツツミ,tsutsumi,tutumi,tsutsumi
つづみ,つづみ,ツヅミ,tsuzumi,tuzumi,tsuzumi
つつみがまえ,つつみがまえ,ツツミガマエ,tsutsumigamae,tutumigamae,tsutsumigamae
つづみぐさ,つづみぐさ,ツヅミグサ,tsuzumigusa,tuzumigusa,tsuzumigusa
つつもたせ,つつもたせ,ツツモタセ,tsutsumotase,tutumotase,tsutsumotase
つづら,つづら,ツヅラ,tsuzura,tuzura,tsuzura
つづらふじ,つづらふじ,ツヅラフジ,tsuzurafuji,tuzurafuzi,tsuzurafuji
つづり,つづり,ツヅリ,tsuzuri,tuzuri,tsuzuri
つて,つて,ツテ,tsute,tute,tsute
つと,つと,ツト,tsuto,tuto,tsuto
都度,つど,ツド,tsudo,tudo,tsudo
つどい,つどい,ツドイ,tsudoi,tudoi,tsudoi
つとめ,つとめ,ツトメ,tsutome,tutome,tsutome
つな,つな,ツナ,tsuna,tuna,tsuna
つながり,つながり,ツナガリ,tsunagari,tunagari,tsunagari
つなぎ,つなぎ,ツナギ,tsunagi,tunagi,tsunagi
つなひき,つなひき,ツナヒキ,tsunahiki,tunahiki,tsunahiki
つなみ,つなみ,ツナミ,tsunami,tunami,tsunami
