orig,hira,vowel
浸染,しんぜん,inen
神葬,しんそう,inou
新造,しんぞう,inou
人造,じんぞう,inou
進退,しんたい,inai
身体測定,しんたいそくてい,inaiouei
信託,しんたく,inau
神託,しんたく,inau
申達,しんたつ,inau
進達,しんたつ,inau
浸炭,しんたん,inan
滲炭,しんたん,inan
診断,しんだん,inan
新築,しんちく,iniu
進駐,しんちゅう,inuu
尽忠,じんちゅう,inuu
伸張,しんちょう,inou
伸暢,しんちょう,inou
伸長,しんちょう,inou
新調,しんちょう,inou
進捗,しんちょく,inou
新陳代謝,しんちんたいしゃ,ininaia
心痛,しんつう,inuu
進呈,しんてい,inei
人定,じんてい,inei
伸展,しんてん,inen
進展,しんてん,inen
振盪,しんとう,inou
浸透,しんとう,inou
滲透,しんとう,inou
震盪,しんとう,inou
振動,しんどう,inou
震動,しんどう,inou
真読,しんどく,inou
侵入,しんにゅう,innuu
浸入,しんにゅう,innuu
進入,しんにゅう,innuu
信任,しんにん,innin
信認,しんにん,innin
新任,しんにん,innin
親任,しんにん,innin
心念,しんねん,innen
新年会,しんねんかい,innenai
心配,しんぱい,inai
神拝,しんぱい,inai
親拝,しんぱい,inai
侵犯,しんぱん,inan
審判,しんぱん,inan
宸筆,しんぴつ,iniu
信憑,しんぴょう,inou
信伏,しんぷく,inuu
信服,しんぷく,inuu
臣服,しんぷく,inuu
進歩,しんぽ,ino
辛抱,しんぼう,inou
信奉,しんぽう,inou
親睦,しんぼく,inou
進物,しんもつ,inou
審問,しんもん,inon
尋問,じんもん,inon
訊問,じんもん,inon
深憂,しんゆう,inuu
信用,しんよう,inou
信頼,しんらい,inai
審理,しんり,ini
侵掠,しんりゃく,inau
侵略,しんりゃく,inau
診療,しんりょう,inou
尽力,じんりょく,inou
親臨,しんりん,inin
進塁,しんるい,inui
振鈴,しんれい,inei
浸礼,しんれい,inei
心労,しんろう,inou
辛労,しんろう,inou
親和,しんわ,ina
推移,すいい,uii
水泳,すいえい,uiei
誰何,すいか,uia
酔臥,すいが,uia
垂下,すいか,uia
吹挙,すいきょ,uio
推挙,すいきょ,uio
酔吟,すいぎん,uiin
推計,すいけい,uiei
推敲,すいこう,uiou
推考,すいこう,uiou
遂行,すいこう,uiou
随行,ずいこう,uiou
推察,すいさつ,uiau
推参,すいさん,uian
推算,すいさん,uian
炊爨,すいさん,uian
出師,すいし,uii
垂死,すいし,uii
垂示,すいし,uii
水死,すいし,uii
推辞,すいじ,uii
炊事,すいじ,uii
垂迹,すいじゃく,uiau
随順,ずいじゅん,uiun
推奨,すいしょう,uiou
推譲,すいじょう,uiou
水蝕,すいしょく,uiou
水食,すいしょく,uiou
推進,すいしん,uiin
水心,みずごころ,iuooo
酔生夢死,すいせいむし,uieiui
推薦,すいせん,uien
推選,すいせん,uien
垂涎,すいぜん,uien
吹奏,すいそう,uiou
水葬,すいそう,uiou
随想,ずいそう,uiou
推測,すいそく,uiou
推戴,すいたい,uiai
衰退,すいたい,uiai
衰頽,すいたい,uiai
推知,すいち,uii
推定,すいてい,uiei
出納,すいとう,uiou
水馬,すいば,uia
衰憊,すいはい,uiai
垂範,すいはん,uian
炊飯,すいはん,uian
推挽,すいばん,uian
推輓,すいばん,uian
随伴,ずいはん,uian
衰微,すいび,uii
衰亡,すいぼう,uiou
水没,すいぼつ,uiou
吹鳴,すいめい,uiei
推理,すいり,uii
推量,すいりょう,uiou
水冷,すいれい,uiei
衰老,すいろう,uiou
推論,すいろん,uion
水和,すいわ,uia
崇敬,すうけい,uuei
趨向,すうこう,uuou
趨勢,すうせい,uuei
崇拝,すうはい,uuai
すえおき,すえおき,ueoi
図解,ずかい,uai
すききらい,すききらい,uiiai
すきやき,すきやき,uiai
誦経,じゅきょう,uou
スクラップ,すくらっぷ,uuau
スクランブル,すくらんぶる,uuanuu
スクリーニング,すくりーにんぐ,uuiininu
スクリーンショット,すくりーんしょっと,uuiinoo
スクワット,すくわっと,uuao
スケート,すけーと,ueeo
すけだち,すけだち,ueai
スコンク,すこんく,uonu
図示,ずし,ui
すじまき,すじまき,uiai
すそわけ,すそわけ,uoae
スタンバイ,すたんばい,uanai
すてうり,すてうり,ueui
ストーカー,すとーかー,uooaa
ストップ,すとっぷ,uou
ストライキ,すとらいき,uoaii
スヌーズ,すぬーず,unuuu
スパイ,すぱい,uai
スピーチ,すぴーち,uiii
スペルチェック,すぺるちぇっく,ueueu
すみぞめ,すみぞめ,uioe
すみわけ,すみわけ,uiae
すやき,すやき,uai
スリープ,すりーぷ,uiiu
すりぬけ,すりぬけ,uinue
スワップ,すわっぷ,uau
寸断,すんだん,unan
制圧,せいあつ,eiau
征圧,せいあつ,eiau
成育,せいいく,eiiu
生育,せいいく,eiiu
声援,せいえん,eien
斉家,せいか,eia
聖化,せいか,eia
請暇,せいか,eia
脆化,ぜいか,eia
正解,せいかい,eiai
精解,せいかい,eiai
生活,せいかつ,eiau
生還,せいかん,eian
静観,せいかん,eian
誓願,せいがん,eian
請願,せいがん,eian
生起,せいき,eii
請求,せいきゅう,eiuu
逝去,せいきょ,eio
制御,せいぎょ,eio
制禦,せいぎょ,eio
制馭,せいぎょ,eio
性教育,せいきょういく,eiouiu
成業,せいぎょう,eiou
盛業,せいぎょう,eiou
成型,せいけい,eiei
成形,せいけい,eiei
整形,せいけい,eiei
整経,せいけい,eiei
整形手術,せいけいしゅじゅつ,eieiuuu
成犬,せいけん,eien
生検,せいけん,eien
靖献,せいけん,eien
制限,せいげん,eien
贅言,ぜいげん,eien
性交,せいこう,eiou
成功,せいこう,eiou
盛行,せいこう,eiou
精鋼,せいこう,eiou
整合,せいごう,eiou
性行為,せいこうい,eioui
晴耕雨読,せいこううどく,eiouuou
精穀,せいこく,eiou
成婚,せいこん,eion
誓言,せいげん,eien
精査,せいさ,eia
正坐,せいざ,eia
正座,せいざ,eia
制裁,せいさい,eiai
制作,せいさく,eiau
製作,せいさく,eiau
省察,しょうさつ,ouau
精察,せいさつ,eiau
清算,せいさん,eian
生産,せいさん,eian
精算,せいさん,eian
製産,せいさん,eian
制止,せいし,eii
整枝,せいし,eii
製紙,せいし,eii
静思,せいし,eii
静止,せいし,eii
清拭,せいしき,eiii
成熟,せいじゅく,eiuu
清書,せいしょ,eio
制勝,せいしょう,eiou
斉唱,せいしょう,eiou
正称,せいしょう,eiou
正常化,せいじょうか,eioua
生殖,せいしょく,eiou
生食,いけずき,ieui
正心,せいしん,eiin
西進,せいしん,eiin
成人,せいじん,eiin
製図,せいず,eiu
盛衰,せいすい,eiui
生成,せいせい,eiei
精製,せいせい,eiei
噬臍,ぜいせい,eiei
征西,せいせい,eiei
西征,せいせい,eiei
精選,せいせん,eien
西遷,せいせん,eien
西漸,せいぜん,eien
正装,せいそう,eiou
清掃,せいそう,eiou
盛粧,せいそう,eiou
盛装,せいそう,eiou
製造,せいぞう,eiou
棲息,せいそく,eiou
生息,せいそく,eiou
生存,せいぞん,eion
正対,せいたい,eiai
請託,せいたく,eiau
贅沢,ぜいたく,eiau
生誕,せいたん,eian
政談,せいだん,eian
清談,せいだん,eian
聖断,せいだん,eian
製炭,せいたん,eian
整地,せいち,eii
正着,せいちゃく,eiau
成虫,せいちゅう,eiuu
掣肘,せいちゅう,eiuu
正中,せいちゅう,eiuu
生長,せいちょう,eiou
成長,せいちょう,eiou
清聴,せいちょう,eiou
静聴,せいちょう,eiou
精通,せいつう,eiuu
制定,せいてい,eiei
征討,せいとう,eiou
正答,せいとう,eiou
制動,せいどう,eiou
精銅,せいどう,eiou
征東,せいとう,eiou
整頓,せいとん,eion
制覇,せいは,eia
成敗,せいばい,eiai
精白,せいはく,eiau
精麦,せいばく,eiau
整髪,せいはつ,eiau
征伐,せいばつ,eiau
生蕃,せいばん,eian
整備,せいび,eii
制服,せいふく,eiuu
征服,せいふく,eiuu
整復,せいふく,eiuu
生別,せいべつ,eieu
聖別,せいべつ,eieu
製本,せいほん,eion
精米,せいまい,eiai
声明,せいめい,eiei
製麺,せいめん,eien
制約,せいやく,eiau
成約,せいやく,eiau
製薬,せいやく,eiau
誓約,せいやく,eiau
清遊,せいゆう,eiuu
西遊,さいゆう,aiuu
整容,せいよう,eiou
静養,せいよう,eiou
整理,せいり,eii
成立,せいりつ,eiiu
制令,せいれい,eiei
精励,せいれい,eiei
精練,せいれん,eien
精錬,せいれん,eien
製錬,せいれん,eien
政論,せいろん,eion
清話,せいわ,eia
セーブ,せーぶ,eeu
せおよぎ,せおよぎ,eooi
積載,せきさい,eiai
積算,せきさん,eian
析出,せきしゅつ,eiuu
責譲,せきじょう,eiou
積雪,せきせつ,eieu
積層,せきそう,eiou
積送,せきそう,eiou
せきとり,せきとり,eioi
責任転嫁,せきにんてんか,eininena
赤熱,せきねつ,eineu
惜敗,せきはい,eiai
せきばらい,せきばらい,eiaai
積分,せきぶん,eiun
惜別,せきべつ,eieu
赤面,せきめん,eien
世間話,せけんばなし,eenanai
世襲,せしゅう,euu
施錠,せじょう,eou
是正,ぜせい,eei
設営,せつえい,euei
節煙,せつえん,euen
雪冤,せつえん,euen
絶縁,ぜつえん,euen
石化,せきか,eia
赤化,せきか,eia
切開,せっかい,eai
切諫,せっかん,ean
折檻,せっかん,ean
切願,せつがん,euan
接岸,せつがん,euan
接客,せっきゃく,eau
説教,せっきょう,eou
説経,せっきょう,eou
絶叫,ぜっきょう,eou
接近,せっきん,ein
接遇,せつぐう,euuu
セックス,せっくす,euu
絶家,ぜっけ,ee
設計,せっけい,eei
席巻,せっけん,een
席捲,せっけん,een
接見,せっけん,een
節倹,せっけん,een
切言,せつげん,euen
接舷,せつげん,euen
節減,せつげん,euen
接合,せつごう,euou
絶交,ぜっこう,eou
切磋,せっさ,ea
切削,せっさく,eau
絶賛,ぜっさん,ean
窃視,せっし,ei
設施,せっし,ei
切歯,せっし,ei
説示,せつじ,eui
接写,せっしゃ,ea
接種,せっしゅ,eu
摂取,せっしゅ,eu
窃取,せっしゅ,eu
節酒,せっしゅ,eu
接受,せつじゅ,euu
接収,せっしゅう,euu
切除,せつじょ,euo
折衝,せっしょう,eou
殺生,せっしょう,eou
接触,せっしょく,eou
摂食,せっしょく,eou
節食,せっしょく,eou
雪辱,せつじょく,euou
絶食,ぜっしょく,eou
節水,せっすい,eui
摂生,せっせい,eei
節制,せっせい,eei
節税,せつぜい,euei
接戦,せっせん,een
絶息,ぜっそく,eou
接待,せったい,eai
摂待,せったい,eai
切断,せつだん,euan
截断,せつだん,euan
接地,せっち,ei
設置,せっち,ei
接着,せっちゃく,eau
折中,せっちゅう,euu
折衷,せっちゅう,euu
設定,せってい,eei
節電,せつでん,euen
セット,せっと,eo
截頭,せっとう,eou
接道,せつどう,euou
摂動,せつどう,euou
絶倒,ぜっとう,eou
説得,せっとく,eou
切迫,せっぱく,eau
折半,せっぱん,ean
設備,せつび,eui
絶筆,ぜっぴつ,eiu
説伏,せっぷく,euu
説服,せっぷく,euu
切腹,せっぷく,euu
接吻,せっぷん,eun
説法,せっぽう,eou
切望,せつぼう,euou
絶望,ぜつぼう,euou
説明,せつめい,euei
絶命,ぜつめい,euei
絶滅,ぜつめつ,eueu
設問,せつもん,euon
節約,せつやく,euau
摂養,せつよう,euou
節用,せつよう,euou
設立,せつりつ,euiu
是認,ぜにん,enin
ゼネスト,ぜねすと,eneuo
せのび,せのび,enoi
施肥,せひ,ei
是非,ぜひ,ei
施米,せまい,eai
施与,せよ,eo
セレクト,せれくと,eeuo
世話,せわ,ea
遷移,せんい,eni
前衛,ぜんえい,enei
遷延,せんえん,enen
選果,せんか,ena
旋回,せんかい,enai
全壊,ぜんかい,enai
全快,ぜんかい,enai
全潰,ぜんかい,enai
全開,ぜんかい,enai
専管,せんかん,enan
穿貫,せんかん,enan
善感,ぜんかん,enan
僉議,せんぎ,eni
先議,せんぎ,eni
詮議,せんぎ,eni
占居,せんきょ,eno
占拠,せんきょ,eno
薦挙,せんきょ,eno
選挙,せんきょ,eno
選局,せんきょく,enou
選曲,せんきょく,enou
先駆,せんく,enu
前駆,ぜんく,enu
前屈,ぜんくつ,enuu
宣下,せんげ,ene
遷化,せんげ,ene
前傾,ぜんけい,enei
前掲,ぜんけい,enei
専決,せんけつ,eneu
先見,せんけん,enen
先遣,せんけん,enen
宣言,せんげん,enen
譫言,うわごと,uaoo
前言,ぜんげん,enen
漸減,ぜんげん,enen
先後,せんご,eno
前後,ぜんご,eno
先攻,せんこう,enou
先行,せんこう,enou
占考,せんこう,enou
専攻,せんこう,enou
専行,せんこう,enou
潜幸,せんこう,enou
潜航,せんこう,enou
穿孔,せんこう,enou
遷幸,せんこう,enou
選好,せんこう,enou
選考,せんこう,enou
僭号,せんごう,enou
煎熬,せんごう,enou
前行,ぜんぎょう,enou
善行,ぜんこう,enou
銓衡,せんこう,enou
宣告,せんこく,enou
遷座,せんざ,ena
潜在,せんざい,enai
穿鑿,せんさく,enau
詮索,せんさく,enau
千思,せんし,eni
戦死,せんし,eni
穿刺,せんし,eni
前借,ぜんしゃく,enau
先取,せんしゅ,enu
先手,せんて,ene
戦守,せんしゅ,enu
専修,せんしゅう,enuu
撰修,せんしゅう,enuu
先住,せんじゅう,enuu
専従,せんじゅう,enuu
選出,せんしゅつ,enuu
先述,せんじゅつ,enuu
撰述,せんじゅつ,enuu
前述,ぜんじゅつ,enuu
善処,ぜんしょ,eno
僭称,せんしょう,enou
戦勝,せんしょう,enou
戦捷,せんしょう,enou
扇情,せんじょう,enou
洗浄,せんじょう,enou
煽情,せんじょう,enou
全勝,ぜんしょう,enou
全焼,ぜんしょう,enou
禅定,ぜんじょう,enou
禅譲,ぜんじょう,enou
染色,せんしょく,enou
先進,せんしん,enin
専心,せんしん,enin
撰進,せんしん,enin
潜心,せんしん,enin
選進,せんしん,enin
前進,ぜんしん,enin
漸進,ぜんしん,enin
潜水,せんすい,enui
先制,せんせい,enei
宣誓,せんせい,enei
先占,せんせん,enen
宣戦,せんせん,enen
善戦,ぜんせん,enen
宣戦布告,せんせんふこく,enenuou
戦争,せんそう,enou
漸増,ぜんぞう,enou
前奏,ぜんそう,enou
洗足,せんそく,enou
専属,せんぞく,enou
全損,ぜんそん,enon
選択,せんたく,enau
然諾,ぜんだく,enau
洗濯,せんたく,enau
潜脱,せんだつ,enau
膳立て,ぜんだて,enae
選炭,せんたん,enan
剪断,せんだん,enan
専断,せんだん,enan
擅断,せんだん,enan
先知,せんち,eni
全治,ぜんち,eni
前置,ぜんち,eni
先着,せんちゃく,enau
剪定,せんてい,enei
選定,せんてい,enei
洗滌,せんじょう,enou
旋転,せんてん,enen
宣伝,せんでん,enen
前転,ぜんてん,enen
遷都,せんと,eno
先導,せんどう,enou
先登,せんとう,enou
戦闘,せんとう,enou
扇動,せんどう,enou
煽動,せんどう,enou
顫動,せんどう,enou
漸騰,ぜんとう,enou
善導,ぜんどう,enou
蠕動,ぜんどう,enou
潜入,せんにゅう,ennuu
専任,せんにん,ennin
選任,せんにん,ennin
専念,せんねん,ennen
洗脳,せんのう,ennou
全納,ぜんのう,ennou
前納,ぜんのう,ennou
専売,せんばい,enai
全廃,ぜんぱい,enai
全敗,ぜんぱい,enai
選抜,せんばつ,enau
全備,ぜんび,eni
宣撫,せんぶ,enu
宣布,せんぷ,enu
潜伏,せんぷく,enuu
撰文,せんぶん,enun
選文,せんぶん,enun
選別,せんべつ,eneu
餞別,せんべつ,eneu
羨望,せんぼう,enou
戦歿,せんぼつ,enou
戦没,せんぼつ,enou
洗米,せんまい,enai
専務,せんむ,enu
宣明,のぶあき,nouai
闡明,せんめい,enei
喘鳴,ぜんめい,enei
剪滅,せんめつ,eneu
殲滅,せんめつ,eneu
全滅,ぜんめつ,eneu
洗面,せんめん,enen
先約,せんやく,enau
全訳,ぜんやく,enau
前約,ぜんやく,enau
占有,せんゆう,enuu
専有,せんゆう,enuu
占用,せんよう,enou
宣揚,せんよう,enou
専用,せんよう,enou
善用,ぜんよう,enou
戦利,せんり,eni
戦慄,せんりつ,eniu
前略,ぜんりゃく,enau
占領,せんりょう,enou
洗礼,せんれい,enei
洗練,せんれん,enen
そいね,そいね,oine
相愛,そうあい,ouai
創案,そうあん,ouan
増員,ぞういん,ouin
造営,ぞうえい,ouei
増益,ぞうえき,ouei
増援,ぞうえん,ouen
造園,ぞうえん,ouen
憎悪,ぞうお,ouo
挿花,いけばな,ieana
挿画,そうが,oua
増加,ぞうか,oua
奏楽,そうがく,ouau
総括,そうかつ,ouau
創刊,そうかん,ouan
相姦,そうかん,ouan
相関,そうかん,ouan
送還,そうかん,ouan
象嵌,ぞうがん,ouan
象眼,ぞうがん,ouan
想起,そうき,oui
葬儀,そうぎ,oui
増給,ぞうきゅう,ouuu
創業,そうぎょう,ouou
操業,そうぎょう,ouou
増強,ぞうきょう,ouou
送金,そうきん,ouin
遭遇,そうぐう,ouuu
送迎,そうげい,ouei
造形,ぞうけい,ouei
増結,ぞうけつ,oueu
増血,ぞうけつ,oueu
造血,ぞうけつ,oueu
創建,そうけん,ouen
送検,そうけん,ouen
増減,ぞうげん,ouen
壮語,そうご,ouo
造語,ぞうご,ouo
奏功,そうこう,ouou
走行,そうこう,ouou
送稿,そうこう,ouou
総合,そうごう,ouou
造構,ぞうこう,ouou
相克,そうこく,ouou
相剋,そうこく,ouou
早婚,そうこん,ouon
捜査,そうさ,oua
操作,そうさ,oua
走査,そうさ,oua
相殺,そうさい,ouai
創作,そうさく,ouau
捜索,そうさく,ouau
造作,ぞうさ,oua
増刷,ぞうさつ,ouau
早産,そうざん,ouan
増産,ぞうさん,ouan
創始,そうし,oui
宗祀,そうし,oui
掃除,そうじ,oui
増資,ぞうし,oui
贈諡,ぞうし,oui
造寺,ぞうじ,oui
葬式,そうしき,ouii
相思相愛,そうしそうあい,ouiouai
相似,そうじ,oui
喪失,そうしつ,ouiu
掃射,そうしゃ,oua
操車,そうしゃ,oua
増車,ぞうしゃ,oua
送受,そうじゅ,ouu
造酒,ぞうしゅ,ouu
操縦,そうじゅう,ouuu
総集,そうしゅう,ouuu
増収,ぞうしゅう,ouuu
創出,そうしゅつ,ouuu
創唱,そうしょう,ouou
相承,そうしょう,ouou
相称,そうしょう,ouou
総称,そうしょう,ouou
奏上,そうじょう,ouou
掃攘,そうじょう,ouou
相乗,そうじょう,ouou
騒擾,そうじょう,ouou
増床,ぞうしょう,ouou
装飾,そうしょく,ouou
増殖,ぞうしょく,ouou
送信,そうしん,ouin
増進,ぞうしん,ouin
送水,そうすい,ouui
増水,ぞうすい,ouui
創世,そうせい,ouei
創成,そうせい,ouei
創生,そうせい,ouei
叢生,そうせい,ouei
奏請,そうせい,ouei
早世,そうせい,ouei
早逝,そうせい,ouei
造成,ぞうせい,ouei
増税,ぞうぜい,ouei
踪跡,そうせき,ouei
送籍,そうせき,ouei
創設,そうせつ,oueu
増設,ぞうせつ,oueu
操船,そうせん,ouen
造船,ぞうせん,ouen
葬送,そうそう,ouou
送葬,そうそう,ouou
創造,そうぞう,ouou
想像,そうぞう,ouou
相即,そうそく,ouou
相続,そうぞく,ouou
操舵,そうだ,oua
早退,そうたい,ouai
相対,そうたい,ouai
造替,ぞうたい,ouai
増大,ぞうだい,ouai
総立ち,そうだち,ouai
送達,そうたつ,ouau
争奪,そうだつ,ouau
相談,そうだん,ouan
装置,そうち,oui
送致,そうち,oui
増築,ぞうちく,ouiu
早着,そうちゃく,ouau
装着,そうちゃく,ouau
増徴,ぞうちょう,ouou
増長,ぞうちょう,ouou
想定,そうてい,ouei
装丁,そうてい,ouei
装幀,そうてい,ouei
装蹄,そうてい,ouei
装釘,そうてい,ouei
送呈,そうてい,ouei
増訂,ぞうてい,ouei
贈呈,ぞうてい,ouei
装填,そうてん,ouen
相伝,そうでん,ouen
争闘,そうとう,ouou
掃蕩,そうとう,ouou
掃討,そうとう,ouou
相当,そうとう,ouou
騒動,そうどう,ouou
贈答,ぞうとう,ouou
総動員,そうどういん,ououin
遭難,そうなん,ounan
遭難者,そうなんしゃ,ounana
挿入,そうにゅう,ounuu
争覇,そうは,oua
搔爬,そうは,oua
走破,そうは,oua
相馬,そうま,oua
相反,そうはん,ouan
造反,ぞうはん,ouan
装備,そうび,oui
送付,そうふ,ouu
送風,そうふう,ouuu
増幅,ぞうふく,ouuu
増兵,ぞうへい,ouei
造幣,ぞうへい,ouei
送別,そうべつ,oueu
送別会,そうべつかい,oueuai
増補,ぞうほ,ouo
遭逢,そうほう,ouou
想望,そうぼう,ouou
増俸,ぞうほう,ouou
送本,そうほん,ouon
造本,ぞうほん,ouon
剿滅,そうめつ,oueu
掃滅,そうめつ,oueu
贈物,おくりもの,ouiono
奏聞,そうもん,ouon
贈与,ぞうよ,ouo
奏覧,そうらん,ouan
綜覧,そうらん,ouan
総攬,そうらん,ouan
総覧,そうらん,ouan
総理,そうり,oui
創立,そうりつ,ouiu
造立,ぞうりゅう,ouuu
増量,ぞうりょう,ouou
造林,ぞうりん,ouin
走塁,そうるい,ouui
操練,そうれん,ouen
早老,そうろう,ouou
争論,そうろん,ouon
送話,そうわ,oua
贈賄,ぞうわい,ouai
増枠,ぞうわく,ouau
ソート,そーと,ooo
疎開,そかい,oai
疎外,そがい,oai
阻害,そがい,oai
阻碍,そがい,oai
阻礙,そがい,oai
疎隔,そかく,oau
組閣,そかく,oau
阻隔,そかく,oau
阻却,そきゃく,oau
遡及,そきゅう,ouu
属,ぞく,ou
即位,そくい,oui
即応,そくおう,ouou
測算,そくさん,ouan
即死,そくし,oui
続出,ぞくしゅつ,ouuu
促進,そくしん,ouin
促成,そくせい,ouei
即製,そくせい,ouei
速成,そくせい,ouei
族生,ぞくせい,ouei
簇生,そうせい,ouei
続生,ぞくせい,ouei
即断,そくだん,ouan
速断,そくだん,ouan
測地,そくち,oui
測定,そくてい,ouei
測度,そくど,ouo
即答,そくとう,ouou
速答,そくとう,ouou
続投,ぞくとう,ouou
即納,そくのう,ounou
即売,そくばい,ouai
束縛,そくばく,ouau
続発,ぞくはつ,ouau
仄聞,そくぶん,ouun
側聞,そくぶん,ouun
速報,そくほう,ouou
続報,ぞくほう,ouou
側目,そばめ,oae
俗用,ぞくよう,ouou
測量,そくりょう,ouou
俗了,ぞくりょう,ouou
属領,ぞくりょう,ouou
溯源,そげん,oen
遡源,そげん,oen
齟齬,そご,oo
そこあげ,そこあげ,ooae
溯江,そこう,oou
溯行,そこう,oou
遡江,そこう,oou
遡航,そこう,oou
遡行,そこう,oou
そこびえ,そこびえ,ooie
阻止,そし,oi
組織,そしき,oii
咀嚼,そしゃく,oau
租借,そしゃく,oau
訴訟,そしょう,oou
溯上,そじょう,oou
遡上,そじょう,oou
甦生,そせい,oei
組成,そせい,oei
蘇生,そせい,oei
租税法,そぜいほう,oeiou
沮喪,そそう,oou
粗相,そそう,oou
阻喪,そそう,oou
措置,そち,oi
疎通,そつう,ouu
俗化,ぞっか,oa
俗解,ぞっかい,oai
続開,ぞくかい,ouai
速乾,そっかん,oan
速記,そっき,oi
卒去,そっきょ,oo
卒業,そつぎょう,ouou
即決,そっけつ,oeu
即効,そっこう,oou
即行,そっこう,oou
速攻,そっこう,oou
続航,ぞっこう,oou
続行,ぞっこう,oou
率先,そっせん,oen
卒倒,そっとう,oou
卒乳,そつにゅう,ounuu
ソテー,そてー,oee
素描,そびょう,oou
そらめ,そらめ,oae
損,そん,on
損益計算書,そんえきけいさんしょ,oneieiano
損壊,そんかい,onai
損害,そんがい,onai
蹲踞,そんきょ,ono
尊敬,そんけい,onei
尊号,そんごう,onou
存在,そんざい,onai
尊称,そんしょう,onou
損傷,そんしょう,onou
尊崇,そんすう,onuu
存続,そんぞく,onou
忖度,そんたく,onau
存置,そんち,oni
存知,ぞんじ,oni
尊重,そんちょう,onou
尊皇,そんのう,onnou
存命,ぞんめい,onei
損耗,そんもう,onou
存立,そんりつ,oniu
耐圧,たいあつ,aiau
代位,だいい,aii
退位,たいい,aii
退院,たいいん,aiin
退役,たいえき,aiei
ダイエット,だいえっと,aieo
退園,たいえん,aien
対応,たいおう,aiou
大往生,だいおうじょう,aiouou
滞貨,たいか,aia
耐火,たいか,aia
退化,たいか,aia
退会,たいかい,aiai
退学,たいがく,aiau
題額,だいがく,aiau
大喝,だいかつ,aiau
体感,たいかん,aian
大観,たいかん,aian
対捍,たいかん,aian
戴冠,たいかん,aian
退官,たいかん,aian
退艦,たいかん,aian
退館,たいかん,aian
対顔,たいがん,aian
代願,だいがん,aian
待機,たいき,aii
代議,だいぎ,aii
退却,たいきゃく,aiau
耐久,たいきゅう,aiuu
大挙,たいきょ,aio
退去,たいきょ,aio
退居,たいきょ,aio
怠業,たいぎょう,aiou
対局,たいきょく,aiou
退勤,たいきん,aiin
待遇,たいぐう,aiuu
退屈,たいくつ,aiuu
帯勲,たいくん,aiun
大群,たいぐん,aiun
大計,だいけい,aiei
対決,たいけつ,aieu
体験,たいけん,aien
帯剣,たいけん,aien
体現,たいげん,aien
大悟,だいご,aio
対語,ついご,uio
対抗,たいこう,aiou
対校,たいこう,aiou
退校,たいこう,aiou
退行,たいこう,aiou
対合,たいごう,aiou
代行,だいこう,aiou
代講,だいこう,aiou
対向,たいこう,aiou
大国,たいこく,aiou
滞在,たいざい,aiai
代作,だいさく,aiau
耐酸,たいさん,aian
退散,たいさん,aian
代参,だいさん,aian
退治,たいじ,aii
対峙,たいじ,aii
対質,たいしつ,aiiu
耐湿,たいしつ,aiiu
退室,たいしつ,aiiu
代謝,たいしゃ,aia
貸借,たいしゃく,aiau
貸借対照表,たいしゃくたいしょうひょう,aiauaiouou
帯出,たいしゅつ,aiuu
貸出,たいしゅつ,aiuu
退出,たいしゅつ,aiuu
大書,たいしょ,aio
対処,たいしょ,aio
対蹠,たいしょ,aio
耐暑,たいしょ,aio
退所,たいしょ,aio
代書,だいしょ,aio
代署,だいしょ,aio
退場,たいじょう,aiou
大勝,たいしょう,aiou
大捷,たいしょう,aiou
大笑,たいしょう,aiou
対照,たいしょう,aiou
対称,たいしょう,aiou
退城,たいじょう,aiou
大小便,だいしょうべん,aiouen
大食,たいしょく,aiou
褪色,たいしょく,aiou
退職,たいしょく,aiou
退色,たいしょく,aiou
退陣,たいじん,aiin
代診,だいしん,aiin
大酔,たいすい,aiui
大声,おおごえ,oooe
大成,たいせい,aiei
耐性,たいせい,aiei
堆積,たいせき,aiei
滞積,たいせき,aiei
退席,たいせき,aiei
対戦,たいせん,aien
体操,たいそう,aiou
代走,だいそう,aiou
大息,おおいき,ooii
代替,だいたい,aiai
対談,たいだん,aian
退団,たいだん,aian
対置,たいち,aii
代置,だいち,aii
退庁,たいちょう,aiou
退朝,たいちょう,aiou
退潮,たいちょう,aiou
退廷,たいてい,aiei
退店,たいてん,aien
帯電,たいでん,aien
堆土,たいど,aio
台頭,たいとう,aiou
帯刀,たいとう,aiou
擡頭,たいとう,aiou
帯同,たいどう,aiou
胎動,たいどう,aiou
体得,たいとく,aiou
体認,たいにん,ainin
退任,たいにん,ainin
代任,だいにん,ainin
耐熱,たいねつ,aineu
怠納,たいのう,ainou
滞納,たいのう,ainou
代納,だいのう,ainou
大破,たいは,aia
大敗,たいはい,aiai
退廃,たいはい,aiai
頽廃,たいはい,aiai
体罰,たいばつ,aiau
対比,たいひ,aii
待避,たいひ,aii
退避,たいひ,aii
代筆,だいひつ,aiiu
代表,だいひょう,aiou
タイピング,たいぴんぐ,aiinu
大別,たいべつ,aieu
代返,だいへん,aien
代弁,だいべん,aien
退歩,たいほ,aio
逮捕,たいほ,aio
待望,たいぼう,aiou
タイムセール,たいむせーる,aiueeu
タイムトラベル,たいむとらべる,aiuoaeu
待命,たいめい,aiei
対面,たいめん,aien
対訳,たいやく,aiau
代役,だいやく,aiau
貸与,たいよ,aio
胎孕,たいよう,aiou
代用,だいよう,aiou
