orig,hira,vowel
主任,しゅにん,unin
受任,じゅにん,unin
しゅぬり,しゅぬり,unui
受納,じゅのう,unou
主能,しゅのう,unou
首脳,しゅのう,unou
首脳部,しゅのうぶ,unouu
種馬,たねうま,aneua
酒杯,しゅはい,uai
酒盃,しゅはい,uai
呪縛,じゅばく,uau
主犯,しゅはん,uan
首班,しゅはん,uan
襦袢,じゅばん,uan
守秘,しゅひ,ui
珠皮,しゅひ,ui
種皮,しゅひ,ui
守備,しゅび,ui
首尾,しゅび,ui
鬚眉,しゅび,ui
樹皮,じゅひ,ui
麈尾,しゅび,ui
守備範囲,しゅびはんい,uiani
種苗,しゅびょう,uou
樹氷,じゅひょう,uou
主賓,しゅひん,uin
溲瓶,しびん,iin
主夫,しゅふ,uu
主婦,しゅふ,uu
首府,しゅふ,uu
主部,しゅぶ,uu
首部,しゅぶ,uu
呪符,じゅふ,uu
主文,しゅぶん,uun
受粉,じゅふん,uun
酒癖,さけぐせ,aeue
種別,しゅべつ,ueu
酒保,しゅほ,uo
主砲,しゅほう,uou
手法,しゅほう,uou
主峰,しゅほう,uou
主謀,しゅぼう,uou
首謀,しゅぼう,uou
受法,じゅほう,uou
呪法,じゅほう,uou
修法,しゅほう,uou
朱墨,しゅずみ,uui
種牡馬,しゅぼば,uoa
趣味,しゅみ,ui
主脈,しゅみゃく,uau
シュミレーション,しゅみれーしょん,uieeon
受命,じゅめい,uei
撞木,しゅもく,uou
種目,しゅもく,uou
樹木,じゅもく,uou
守門,すもん,uon
朱門,しゅもん,uon
呪文,じゅもん,uon
誦文,じゅもん,uon
主役,しゅやく,uau
須臾,しゅゆ,uu
授与,じゅよ,uo
受容,じゅよう,uou
主要,しゅよう,uou
腫瘍,しゅよう,uou
需要,じゅよう,uou
修羅,しゅら,ua
修羅場,しゅらば,uaa
シュラフ,しゅらふ,uau
ジュラルミン,じゅらるみん,uauin
種卵,しゅらん,uan
酒乱,しゅらん,uan
受理,じゅり,ui
手裏剣,しゅりけん,uien
樹立,じゅりつ,uiu
主流,しゅりゅう,uuu
腫瘤,しゅりゅう,uuu
狩猟,しゅりょう,uou
酒量,しゅりょう,uou
首領,しゅりょう,uou
受領,じゅりょう,uou
主力,しゅりょく,uou
呪力,じゅりょく,uou
主力戦車,しゅりょくせんしゃ,uouena
樹林,じゅりん,uin
種類,しゅるい,uui
酒類,さけるい,aeui
樹齢,じゅれい,uei
朱鷺,とき,oi
棕櫚,しゅろ,uo
酒楼,しゅろう,uou
入牢,にゅうろう,nuuou
手話,しゅわ,ua
受話器,じゅわき,uai
修惑,しゅわく,uau
手腕,しゅわん,uan
朱椀,しゅわん,uan
旬,じゅん,un
順,じゅん,un
純愛,じゅんあい,unai
准尉,じゅんい,uni
順位,じゅんい,uni
鶉衣,じゅんい,uni
純一,じゅんいち,unii
巡演,じゅんえん,unen
順延,じゅんえん,unen
順縁,じゅんえん,unen
春夏,はるなつ,aunau
春花,しゅんか,una
春霞,はるがすみ,auaui
蕣花,しゅんか,una
春画,しゅんが,una
淳化,じゅんか,una
純化,じゅんか,una
醇化,じゅんか,una
順化,じゅんか,una
馴化,じゅんか,una
巡回,じゅんかい,unai
春夏秋冬,しゅんかしゅうとう,unauuou
潤滑,じゅんかつ,unau
潤滑剤,じゅんかつざい,unauai
潤滑油,じゅんかつゆ,unauu
春寒,しゅんかん,unan
瞬間,しゅんかん,unan
准看,じゅんかん,unan
循環,じゅんかん,unan
旬刊,じゅんかん,unan
旬間,じゅんかん,unan
循環器,じゅんかんき,unani
循環小数,じゅんかんしょうすう,unanouuu
春季,しゅんき,uni
春期,しゅんき,uni
春菊,しゅんぎく,uniu
準急,じゅんきゅう,unuu
準拠,じゅんきょ,uno
春暁,しゅんぎょう,unou
順境,じゅんきょう,unou
巡業,じゅんぎょう,unou
純金,じゅんきん,unin
巡警,じゅんけい,unei
純系,じゅんけい,unei
準決,じゅんけつ,uneu
純潔,じゅんけつ,uneu
純血,じゅんけつ,uneu
閏月,うるうづき,uuuui
準決勝,じゅんけっしょう,uneou
峻険,しゅんけん,unen
俊彦,としひこ,oiio
峻厳,しゅんげん,unen
巡検,じゅんけん,unen
巡見,じゅんけん,unen
竣工,しゅんこう,unou
春光,しゅんこう,unou
春耕,しゅんこう,unou
春郊,しゅんこう,unou
竣功,しゅんこう,unou
巡幸,じゅんこう,unou
巡航,じゅんこう,unou
巡行,じゅんこう,unou
遵行,じゅんこう,unou
峻刻,しゅんこく,unou
殉国,じゅんこく,unou
巡査,じゅんさ,una
俊才,しゅんさい,unai
儁才,しゅんさい,unai
巡察,じゅんさつ,unau
春山,はるやま,auaa
瞬時,しゅんじ,uni
巡視,じゅんし,uni
殉死,じゅんし,uni
順次,じゅんじ,uni
旬日,じゅんじつ,uniu
巡錫,じゅんしゃく,unau
巡狩,じゅんしゅ,unu
遵守,じゅんしゅ,unu
順守,じゅんしゅ,unu
春秋,しゅんじゅう,unuu
逡巡,しゅんじゅん,unun
順序,じゅんじょ,uno
春宵,しゅんしょう,unou
春情,しゅんじょう,unou
准将,じゅんしょう,unou
純情,じゅんじょう,unou
殉職,じゅんしょく,unou
潤色,じゅんしょく,unou
純色,じゅんしょく,unou
純真,じゅんしん,unin
純真無垢,じゅんしんむく,uninuu
純水,じゅんすい,unui
純粋,じゅんすい,unui
竣成,しゅんせい,unei
準星,じゅんせい,unei
準正,じゅんせい,unei
純正,じゅんせい,unei
醇正,じゅんせい,unei
順正,じゅんしょう,unou
春節,しゅんせつ,uneu
春雪,しゅんせつ,uneu
浚渫,しゅんせつ,uneu
純然,じゅんぜん,unen
春草,しゅんそう,unou
俊足,しゅんそく,unou
駿足,しゅんそく,unou
準則,じゅんそく,unou
潤沢,じゅんたく,unau
春暖,しゅんだん,unan
瞬断,しゅんだん,unan
順調,じゅんちょう,unou
順手,じゅんて,une
順天,じゅんてん,unen
純度,じゅんど,uno
春闘,しゅんとう,unou
蠢動,しゅんどう,unou
純銅,じゅんどう,unou
順道,じゅんどう,unou
ジューンドロップ,じゅーんどろっぷ,uunoou
閏年,うるうどし,uuuoi
順応,じゅんのう,unnou
巡拝,じゅんぱい,unai
純白,じゅんぱく,unau
春帆,しゅんぱん,unan
順番,じゅんばん,unan
準備,じゅんび,uni
純美,じゅんび,uni
醇美,じゅんび,uni
準備金,じゅんびきん,uniin
俊敏,しゅんびん,unin
春風,はるかぜ,auae
淳風,じゅんぷう,unuu
醇風,じゅんぷう,unuu
順風,じゅんぷう,unuu
順不同,じゅんふどう,unuou
春分,しゅんぶん,unun
春分点,しゅんぶんてん,ununen
峻別,しゅんべつ,uneu
旬報,じゅんぽう,unou
遵奉,じゅんぽう,unou
遵法,じゅんぽう,unou
順法,じゅんぽう,unou
淳朴,じゅんぼく,unou
純朴,じゅんぼく,unou
駿馬,しゅんめ,une
春夜,しゅんや,una
巡遊,じゅんゆう,unuu
準優勝,じゅんゆうしょう,unuuou
巡洋,じゅんよう,unou
春陽,しゅんよう,unou
準用,じゅんよう,unou
巡洋艦,じゅんようかん,unouan
巡洋戦艦,じゅんようせんかん,unouenan
巡邏,じゅんら,una
春雷,しゅんらい,unai
春嵐,はるあらし,auaai
春蘭,しゅんらん,unan
巡覧,じゅんらん,unan
巡礼,じゅんれい,unei
峻烈,しゅんれつ,uneu
順列,じゅんれつ,uneu
馴鹿,となかい,onaai
証,しょう,ou
勝義,かつよし,auoi
賜与,しよ,io
書,かき,ai
序,じょ,o
除,じょ,o
諸悪,しょあく,oau
叙位,じょい,oi
女医,じょい,oi
しょいこ,しょいこ,oio
所員,しょいん,oin
署員,しょいん,oin
書淫,しょいん,oin
書院,しょいん,oin
女陰,じょいん,oin
仕様,しよう,iou
使用,しよう,iou
姿容,しよう,iou
子葉,しよう,iou
施用,しよう,iou
枝葉,えだは,eaa
止揚,しよう,iou
私用,しよう,iou
自用,じよう,iou
至要,しよう,iou
試用,しよう,iou
飼養,しよう,iou
商,しょう,ou
将,しょう,ou
庄,しょう,ou
承,しょう,ou
抄,しょう,ou
省,しょう,ou
称,しょう,ou
衝,しょう,ou
請,せい,ei
賞,しょう,ou
頌,しょう,ou
じょう,じょう,ou
允,いん,in
嬢,じょう,ou
帖,ちょう,ou
情,じょう,ou
穣,じょう,ou
鎖,くさり,uai
慈養,じよう,iou
時様,じよう,iou
滋養,じよう,iou
鍾愛,しょうあい,ouai
情愛,じょうあい,ouai
掌握,しょうあく,ouau
昇圧,しょうあつ,ouau
常圧,じょうあつ,ouau
傷痍,しょうい,oui
小異,しょうい,oui
少尉,しょうい,oui
焼夷,しょうい,oui
上位,じょうい,oui
上意,じょうい,oui
上衣,うわぎ,uai
攘夷,じょうい,oui
譲位,じょうい,oui
浄域,じょういき,ouii
傷痍軍人,しょういぐんじん,ouiunin
焼夷弾,しょういだん,ouian
少陰,しょういん,ouin
承引,しょういん,ouin
招引,しょういん,ouin
証印,しょういん,ouin
勝因,しょういん,ouin
上院,じょういん,ouin
乗員,じょういん,ouin
小陰唇,しょういんしん,ouinin
生有,しょうう,ouu
唱詠,しょうえい,ouei
照影,しょうえい,ouei
照映,しょうえい,ouei
上映,じょうえい,ouei
小駅,こえき,oei
漿液,しょうえき,ouei
省エネ,しょうえね,ouene
小円,しょうえん,ouen
小宴,しょうえん,ouen
招宴,しょうえん,ouen
消炎,しょうえん,ouen
硝煙,しょうえん,ouen
荘園,しょうえん,ouen
上演,じょうえん,ouen
情炎,じょうえん,ouen
消炎剤,しょうえんざい,ouenai
照応,しょうおう,ouou
常温,じょうおん,ouon
昇温,しょうおん,ouon
消音,しょうおん,ouon
消音器,しょうおんき,ouoni
消火,しょうか,oua
生姜,しょうが,oua
生薑,しょうが,oua
硝化,しょうか,oua
紫陽花,あじさい,aiai
唱歌,しょうか,oua
商家,しょうか,oua
商科,しょうか,oua
床下,ゆかした,uaia
昇華,しょうか,oua
消化,しょうか,oua
頌歌,しょうか,oua
ショウガ,しょうが,oua
小我,しょうが,oua
城下,じょうか,oua
情歌,じょうか,oua
情火,じょうか,oua
浄化,じょうか,oua
浄火,じょうか,oua
哨戒,しょうかい,ouai
商会,しょうかい,ouai
商界,しょうかい,ouai
小塊,しょうかい,ouai
照会,しょうかい,ouai
紹介,しょうかい,ouai
詳解,しょうかい,ouai
傷害,しょうがい,ouai
勝概,しょうがい,ouai
渉外,しょうがい,ouai
生害,しょうがい,ouai
生涯,しょうがい,ouai
障害,しょうがい,ouai
障碍,しょうがい,ouai
障礙,しょうがい,ouai
上階,じょうかい,ouai
常会,じょうかい,ouai
情懐,じょうかい,ouai
城外,じょうがい,ouai
場外,じょうがい,ouai
哨戒機,しょうかいき,ouaii
障害者,しょうがいしゃ,ouaia
小火器,しょうかき,ouai
消火器,しょうかき,ouai
消化器,しょうかき,ouai
消化器官,しょうかきかん,ouaian
昇格,しょうかく,ouau
商学,しょうがく,ouau
奨学,しょうがく,ouau
小学,しょうがく,ouau
小額,しょうがく,ouau
少額,しょうがく,ouau
正覚,しょうがく,ouau
城廓,じょうかく,ouau
城郭,じょうかく,ouau
城閣,じょうかく,ouau
上顎,うわあご,uaao
奨学金,しょうがくきん,ouauin
小学生,しょうがくせい,ouauei
小頭,こがしら,oaia
消火栓,しょうかせん,ouaen
正月,しょうがつ,ouau
小学校,しょうがっこう,ouaou
招喚,しょうかん,ouan
照鑒,しょうかん,ouan
償還,しょうかん,ouan
召喚,しょうかん,ouan
召還,しょうかん,ouan
商館,しょうかん,ouan
将官,しょうかん,ouan
小寒,しょうかん,ouan
消閑,しょうかん,ouan
小閑,しょうかん,ouan
少閑,しょうかん,ouan
賞玩,しょうがん,ouan
賞翫,しょうがん,ouan
上官,じょうかん,ouan
上巻,じょうかん,ouan
乗艦,じょうかん,ouan
情感,じょうかん,ouan
召喚状,しょうかんじょう,ouanou
勝機,しょうき,oui
商機,しょうき,oui
瘴気,しょうき,oui
商議,しょうぎ,oui
娼妓,しょうぎ,oui
将棋,しょうぎ,oui
床几,しょうぎ,oui
省議,しょうぎ,oui
上気,じょうき,oui
上記,じょうき,oui
乗機,じょうき,oui
常規,つねのり,unenoi
常軌,じょうき,oui
蒸気,じょうき,oui
蒸汽,じょうき,oui
情宜,じょうぎ,oui
情義,じょうぎ,oui
情誼,じょうぎ,oui
蒸気機関,じょうききかん,ouiian
蒸気機関車,じょうききかんしゃ,ouiiana
上機嫌,じょうきげん,ouien
蒸気船,じょうきせん,ouien
将棋盤,しょうぎばん,ouian
小規模,しょうきぼ,ouio
償却,しょうきゃく,ouau
招客,しょうきゃく,ouau
正客,しょうきゃく,ouau
消却,しょうきゃく,ouau
焼却,しょうきゃく,ouau
銷却,しょうきゃく,ouau
上客,じょうきゃく,ouau
乗客,じょうきゃく,ouau
焼却炉,しょうきゃくろ,ouauo
小休,しょうきゅう,ouuu
昇級,しょうきゅう,ouuu
昇給,しょうきゅう,ouuu
上級,じょうきゅう,ouuu
常久,つねひさ,uneia
小臼歯,しょうきゅうし,ouuui
上級者,じょうきゅうしゃ,ouuua
上級生,じょうきゅうせい,ouuuei
消去,しょうきょ,ouo
小魚,こざかな,oaana
松魚,しょうぎょ,ouo
商況,しょうきょう,ouou
商業,しょうぎょう,ouou
上京,じょうきょう,ouou
常況,じょうきょう,ouou
情況,じょうきょう,ouou
状況,じょうきょう,ouou
常行,つねゆき,uneui
浄行,じょうぎょう,ouou
状況下,じょうきょうか,ououa
商業的,しょうぎょうてき,ououei
小曲,しょうきょく,ouou
消極,しょうきょく,ouou
渉禽,しょうきん,ouin
奨金,しょうきん,ouin
正金,しょうきん,ouin
銷金,しょうきん,ouin
償金,しょうきん,ouin
小禽,しょうきん,ouin
賞金,しょうきん,ouin
常勤,じょうきん,ouin
小工,しょうく,ouu
上空,じょうくう,ouuu
将軍,しょうぐん,ouun
勝解,しょうげ,oue
上下,じょうげ,oue
承継,しょうけい,ouei
上卿,じょうけい,ouei
小径,こみち,oii
小恵,しょうけい,ouei
小憩,しょうけい,ouei
小景,しょうけい,ouei
小計,しょうけい,ouei
小逕,しょうけい,ouei
少憩,しょうけい,ouei
憧憬,どうけい,ouei
捷径,しょうけい,ouei
昌慶,しょうけい,ouei
紹継,しょうけい,ouei
象形,しょうけい,ouei
鐘形,しょうけい,ouei
上掲,じょうけい,ouei
上計,じょうけい,ouei
場景,じょうけい,ouei
情形,じょうけい,ouei
情景,じょうけい,ouei
杖刑,じょうけい,ouei
状景,じょうけい,ouei
上下関係,じょうげかんけい,oueanei
笑劇,しょうげき,ouei
衝撃,しょうげき,ouei
衝撃的,しょうげきてき,oueiei
猖獗,しょうけつ,oueu
使用権,しようけん,iouen
証言,しょうげん,ouen
召見,しょうけん,ouen
商圏,しょうけん,ouen
商権,しょうけん,ouen
消遣,しょうけん,ouen
証券,しょうけん,ouen
小言,こごと,ooo
常見,つねみ,unei
条件,じょうけん,ouen
上元,じょうげん,ouen
上弦,じょうげん,ouen
上限,じょうげん,ouen
小鼓,こつづみ,ouui
招呼,しょうこ,ouo
照顧,しょうこ,ouo
称呼,しょうこ,ouo
証拠,しょうこ,ouo
鉦鼓,しょうこ,ouo
鐘鼓,しょうこ,ouo
正午,しょうご,ouo
笑語,しょうご,ouo
証悟,しょうご,ouo
上古,じょうこ,ouo
常語,じょうご,ouo
畳語,じょうご,ouo
消光,しょうこう,ouou
商工,しょうこう,ouou
将校,しょうこう,ouou
小康,しょうこう,ouou
昇汞,しょうこう,ouou
昇降,しょうこう,ouou
焼香,しょうこう,ouou
相公,しょうこう,ouou
商高,しょうこう,ouou
商号,しょうごう,ouou
承合,しょうごう,ouou
照合,しょうごう,ouou
称号,しょうごう,ouou
上皇,じょうこう,ouou
乗降,じょうこう,ouou
情交,じょうこう,ouou
条項,じょうこう,ouou
商行為,しょうこうい,ououi
商工会議所,しょうこうかいぎしょ,ououaiio
商工業,しょうこうぎょう,ououou
症候群,しょうこうぐん,ououun
小康状態,しょうこうじょうたい,ouououai
小国,しょうこく,ouou
相国,しょうこく,ouou
上刻,じょうこく,ouou
上告,じょうこく,ouou
上戸,じょうご,ouo
踵骨,しょうこつ,ouou
性骨,しょうぼね,ouone
掌骨,しょうこつ,ouou
焼骨,しょうこつ,ouou
性懲り,しょうこり,ouoi
傷痕,きずあと,iuao
商魂,しょうこん,ouon
招魂,しょうこん,ouon
上根,うわね,uane
乗根,じょうこん,ouon
条痕,じょうこん,ouon
小差,しょうさ,oua
少佐,しょうさ,oua
証左,しょうさ,oua
商才,しょうさい,ouai
小才,こさい,oai
詳細,しょうさい,ouai
城塞,じょうさい,ouai
城砦,じょうさい,ouai
浄罪,じょうざい,ouai
浄財,じょうざい,ouai
錠剤,じょうざい,ouai
城柵,じょうさく,ouau
小冊,しょうさつ,ouau
焼殺,しょうさつ,ouau
笑殺,しょうさつ,ouau
小冊子,しょうさっし,ouai
勝算,しょうさん,ouan
小三,しょうさん,ouan
消散,しょうさん,ouan
硝酸,しょうさん,ouan
称賛,しょうさん,ouan
賞讃,しょうさん,ouan
賞賛,しょうさん,ouan
小山,おやま,oaa
乗算,じょうざん,ouan
蒸散,じょうさん,ouan
小疵,しょうし,oui
少子,しょうし,oui
尚歯,しょうし,oui
晶子,あきこ,aio
松子,しょうし,oui
松脂,まつやに,auani
正子,まさこ,aao
焼死,しょうし,oui
笑止,しょうし,oui
証紙,しょうし,oui
将士,しょうし,oui
小指,こゆび,oui
小祠,しょうし,oui
商事,しょうじ,oui
小事,しょうじ,oui
小字,こあざ,oaa
庄司,しょうじ,oui
荘司,しょうじ,oui
障子,しょうじ,oui
上司,じょうし,oui
上巳,じょうし,oui
上梓,じょうし,oui
上肢,じょうし,oui
娘子,いらつめ,iaue
情死,じょうし,oui
城址,じょうし,oui
常時,じょうじ,oui
情事,じょうじ,oui
畳字,じょうじ,oui
正直,しょうじき,ouii
常識,じょうしき,ouii
小室,こむろ,ouo
消失,しょうしつ,ouiu
焼失,しょうしつ,ouiu
上質,じょうしつ,ouiu
生者,せいしゃ,eia
勝者,しょうしゃ,oua
商社,しょうしゃ,oua
小社,しょうしゃ,oua
照射,しょうしゃ,oua
精舎,しょうじゃ,oua
使用者,しようしゃ,ioua
乗車,じょうしゃ,oua
盛者,じょうしゃ,oua
小酌,しょうしゃく,ouau
焼灼,しょうしゃく,ouau
照尺,しょうしゃく,ouau
乗車券,じょうしゃけん,ouaen
顳顬,こめかみ,oeai
城主,じょうしゅ,ouu
情趣,じょうしゅ,ouu
成就,じょうじゅ,ouu
召集,しょうしゅう,ouuu
嘯集,しょうしゅう,ouuu
承襲,しょうしゅう,ouuu
招集,しょうしゅう,ouuu
消臭,しょうしゅう,ouuu
小銃,しょうじゅう,ouuu
常習,じょうしゅう,ouuu
常住,じょうじゅう,ouuu
常習犯,じょうしゅうはん,ouuuan
召集令状,しょうしゅうれいじょう,ouuueiou
詳述,しょうじゅつ,ouuu
上述,じょうじゅつ,ouuu
杖術,じょうじゅつ,ouuu
頌春,しょうしゅん,ouun
小春,こはる,oau
昇順,しょうじゅん,ouun
照準,しょうじゅん,ouun
上旬,じょうじゅん,ouun
哨所,しょうしょ,ouo
小暑,しょうしょ,ouo
証書,しょうしょ,ouo
詔書,しょうしょ,ouo
象胥,しょうしょ,ouo
小女,こおんな,oonna
小序,しょうじょ,ouo
少女,しょうじょ,ouo
昇叙,しょうじょ,ouo
消除,しょうじょ,ouo
陞叙,しょうじょ,ouo
仕様書,しようしょ,iouo
上書,じょうしょ,ouo
情緒,じょうしょ,ouo
浄書,じょうしょ,ouo
商相,しょうしょう,ouou
少将,しょうしょう,ouou
少少,しょうしょう,ouou
床上,ゆかうえ,uaue
猩猩,しょうじょう,ouou
症状,しょうじょう,ouou
賞状,しょうじょう,ouou
上昇,じょうしょう,ouou
上生,じょうしょう,ouou
常勝,じょうしょう,ouou
上場,じょうじょう,ouou
情状,じょうじょう,ouou
上昇気流,じょうしょうきりゅう,ououiuu
しょうじょうとんぼ,しょうじょうとんぼ,ououono
小職,しょうしょく,ouou
小食,しょうしょく,ouou
少食,しょうしょく,ouou
常食,じょうしょく,ouou
傷心,しょうしん,ouin
小心,しょうしん,ouin
昇進,しょうしん,ouin
正真,しょうしん,ouin
焦心,しょうしん,ouin
焼身,しょうしん,ouin
小人,こども,ooo
消尽,しょうじん,ouin
焼尽,しょうじん,ouin
精進,しょうじん,ouin
上唇,うわくちびる,uauiiu
上申,じょうしん,ouin
常人,じょうじん,ouin
正真正銘,しょうしんしょうめい,ouinouei
精進料理,しょうじんりょうり,ouinoui
小豆,あずき,aui
じょうず,じょうず,ouu
上手,じょうず,ouu
浄水,じょうすい,ouui
傷忰,しょうすい,ouui
傷悴,しょうすい,ouui
将帥,しょうすい,ouui
小水,しょうすい,ouui
少水,しょうすい,ouui
憔悴,しょうすい,ouui
松翠,しょうすい,ouui
祥瑞,しょうずい,ouui
上水,かみみず,aiiu
浄水場,じょうすいじょう,ouuiou
上水道,じょうすいどう,ouuiou
小数,しょうすう,ouuu
少数,しょうすう,ouuu
乗数,じょうすう,ouuu
常数,じょうすう,ouuu
少数精鋭,しょうすうせいえい,ouuueiei
小数点,しょうすうてん,ouuuen
少数民族,しょうすうみんぞく,ouuuinou
勝勢,しょうせい,ouei
将星,しょうせい,ouei
招請,しょうせい,ouei
焼成,しょうせい,ouei
笑声,しょうせい,ouei
上声,じょうしょう,ouou
醸成,じょうせい,ouei
情勢,じょうせい,ouei
硝石,しょうせき,ouei
上席,じょうせき,ouei
乗積,じょうせき,ouei
城跡,しろあと,ioao
定石,じょうせき,ouei
定跡,じょうせき,ouei
饒舌,じょうぜつ,oueu
小節,しょうせつ,oueu
小説,しょうせつ,oueu
小雪,こゆき,oui
消雪,しょうせつ,oueu
詳説,しょうせつ,oueu
常設,じょうせつ,oueu
浄刹,じょうせつ,oueu
小説家,しょうせつか,oueua
小説本,しょうせつぼん,oueuon
商戦,しょうせん,ouen
商船,しょうせん,ouen
省線,しょうせん,ouen
小船,おぶね,oune
承前,しょうぜん,ouen
上船,じょうせん,ouen
乗船,じょうせん,ouen
情宣,じょうせん,ouen
小選挙区,しょうせんきょく,ouenou
小選挙区制,しょうせんきょくせい,ouenouei
勝訴,しょうそ,ouo
上疏,じょうそ,ouo
上訴,じょうそ,ouo
尚早,しょうそう,ouou
少壮,しょうそう,ouou
焦燥,しょうそう,ouou
焦躁,しょうそう,ouou
正像,しょうぞう,ouou
肖像,しょうぞう,ouou
上奏,じょうそう,ouou
上層,じょうそう,ouou
情想,じょうそう,ouou
情操,じょうそう,ouou
醸造,じょうぞう,ouou
肖像画,しょうぞうが,ououa
肖像権,しょうぞうけん,ououen
醸造酒,じょうぞうしゅ,ououu
消息,しょうそく,ouou
装束,しょうぞく,ouou
正体,しょうたい,ouai
小体,しょうたい,ouai
小隊,しょうたい,ouai
招待,しょうたい,ouai
晶帯,しょうたい,ouai
消退,しょうたい,ouai
唱題,しょうだい,ouai
招提,しょうだい,ouai
掌大,しょうだい,ouai
昌代,まさよ,aao
昭代,あきよ,aio
商大,しょうだい,ouai
上腿,じょうたい,ouai
常体,じょうたい,ouai
常態,じょうたい,ouai
状態,じょうたい,ouai
上代,かみしろ,aiio
城代,しろだい,ioai
招待状,しょうたいじょう,ouaiou
小隊長,しょうたいちょう,ouaiou
しょうたく,しょうたく,ouau
沼沢,しょうたく,ouau
妾宅,しょうたく,ouau
小卓,しょうたく,ouau
小宅,おやけ,oae
承諾,しょうだく,ouau
上達,じょうたつ,ouau
上玉,じょうだま,ouaa
商談,しょうだん,ouan
昇段,しょうだん,ouan
上段,じょうだん,ouan
冗談,じょうだん,ouan
勝地,かつじ,aui
召致,しょうち,oui
小智,しょうち,oui
小知,しょうち,oui
承知,しょうち,oui
招致,しょうち,oui
沼地,ぬまち,nuai
沼池,しょうち,oui
詳知,しょうち,oui
上地,うえち,uei
上智,じょうち,oui
上知,じょうち,oui
城地,じょうち,oui
常置,じょうち,oui
情痴,じょうち,oui
松竹梅,しょうちくばい,ouiuai
勝着,しょうちゃく,ouau
蒸着,じょうちゃく,ouau
掌中,しょうちゅう,ouuu
焼酎,しょうちゅう,ouuu
詳注,しょうちゅう,ouuu
常駐,じょうちゅう,ouuu
条虫,じょうちゅう,ouuu
條虫,じょうちゅう,ouuu
城中,じょうちゅう,ouuu
静注,じょうちゅう,ouuu
小中学生,しょうちゅうがくせい,ouuuauei
小中高生,しょうちゅうこうせい,ouuuouei
小腸,しょうちょう,ouou
消長,しょうちょう,ouou
省庁,しょうちょう,ouou
象徴,しょうちょう,ouou
上長,じょうちょう,ouou
冗長,じょうちょう,ouou
情調,じょうちょう,ouou
詔勅,しょうちょく,ouou
消沈,しょうちん,ouin
銷沈,しょうちん,ouin
祥月,しょうつき,ouui
掌底,しょうてい,ouei
章程,しょうてい,ouei
上帝,じょうてい,ouei
上底,あげぞこ,aeoo
上程,じょうてい,ouei
上出来,じょうでき,ouei
商店,しょうてん,ouen
小篆,しょうてん,ouen
昇天,しょうてん,ouen
焦点,しょうてん,ouen
小伝,しょうでん,ouen
昇殿,しょうでん,ouen
聖天,しょうでん,ouen
詳伝,しょうでん,ouen
商店街,しょうてんがい,ouenai
焦点距離,しょうてんきょり,ouenoi
焦土,しょうど,ouo
照度,しょうど,ouo
城都,じょうと,ouo
譲渡,じょうと,ouo
壌土,じょうど,ouo
浄土,じょうど,ouo
小刀,こがたな,oaana
小党,しょうとう,ouou
昇騰,しょうとう,ouou
松濤,しょうとう,ouou
梢頭,しょうとう,ouou
檣頭,しょうとう,ouou
消灯,しょうとう,ouou
小道,こみち,oii
聳動,しょうどう,ouou
衝動,しょうどう,ouou
上棟,じょうとう,ouou
上等,じょうとう,ouou
常套,じょうとう,ouou
常道,じょうどう,ouou
情動,じょうどう,ouou
杖道,じょうどう,ouou
衝動買い,しょうどうがい,ououai
常套句,じょうとうく,ououu
小動物,しょうどうぶつ,ououuu
生得,せいとく,eiou
頌徳,しょうとく,ouou
消毒,しょうどく,ouou
誦読,しょうどく,ouou
衝突,しょうとつ,ouou
商取引,しょうとりひき,ouoiii
城内,じょうない,ounai
場内,じょうない,ounai
小児,しょうに,ouni
小児科,しょうにか,ounia
小児科医,しょうにかい,ouniai
鍾乳洞,しょうにゅうどう,ounuuou
使用人,しようにん,iounin
証人,しょうにん,ounin
商人,しょうにん,ounin
承認,しょうにん,ounin
昇任,しょうにん,ounin
陞任,しょうにん,ounin
常任,じょうにん,ounin
情人,じょうじん,ouin
上人,しょうにん,ounin
聖人,せいじん,eiin
性根,しょうね,oune
焦熱,しょうねつ,ouneu
少年,しょうねん,ounen
正念,しょうねん,ounen
少年院,しょうねんいん,ounenin
小脳,しょうのう,ounou
樟脳,しょうのう,ounou
笑納,しょうのう,ounou
上納,じょうのう,ounou
小波,こなみ,onai
小破,しょうは,oua
消波,しょうは,oua
照破,しょうは,oua
翔破,しょうは,oua
条播,じょうは,oua
上馬,かみうま,aiua
乗馬,じょうば,oua
勝敗,しょうはい,ouai
賞牌,しょうはい,ouai
商売,しょうばい,ouai
上白,じょうはく,ouau
上膊,じょうはく,ouau
上白糖,じょうはくとう,ouauou
賞罰,しょうばつ,ouau
蒸発,じょうはつ,ouau
小藩,しょうはん,ouan
床板,ゆかいた,uaia
相伴,しょうばん,ouan
上半,かみはん,aian
上阪,うえさか,ueaa
上番,じょうばん,ouan
城番,じょうばん,ouan
上半身,じょうはんしん,ouanin
消費,しょうひ,oui
称美,しょうび,oui
賞美,しょうび,oui
焦眉,しょうび,oui
上皮,じょうひ,oui
冗費,じょうひ,oui
常費,じょうひ,oui
常備,じょうび,oui
消費者,しょうひしゃ,ouia
消費税,しょうひぜい,ouiei
じょうびたき,じょうびたき,ouiai
商標,しょうひょう,ouou
証憑,しょうひょう,ouou
証票,しょうひょう,ouou
